t_s,env_h1,env_v1,selected,ratio_h1_v1_selected
-0.119970798,1.13627934e-22,4.05973138e-21,0,
-0.119726658,2.02213695e-22,5.48500333e-21,0,
-0.119482517,2.17725826e-22,5.46243244e-21,0,
-0.119238377,2.43695288e-22,5.57248381e-21,0,
-0.118994236,2.48418458e-22,5.55388513e-21,0,
-0.118750095,2.45607298e-22,5.62683184e-21,0,
-0.118505955,2.37151881e-22,5.87249274e-21,0,
-0.118261814,2.15896425e-22,6.12377165e-21,0,
-0.118017673,1.98141044e-22,6.53558585e-21,0,
-0.117773533,1.69816096e-22,6.76107926e-21,0,
-0.117529392,1.49412294e-22,7.05279568e-21,0,
-0.117285252,1.28119914e-22,7.0259077e-21,0,
-0.117041111,1.15485904e-22,7.01336215e-21,0,
-0.11679697,1.12933443e-22,6.68962651e-21,0,
-0.11655283,1.14442668e-22,6.39720112e-21,0,
-0.116308689,1.25842611e-22,5.93369928e-21,0,
-0.116064548,1.3510373e-22,5.58901818e-21,0,
-0.115820408,1.47277478e-22,5.28442859e-21,0,
-0.115576267,1.55985294e-22,5.1995616e-21,0,
-0.115332127,1.60868128e-22,5.28128474e-21,0,
-0.115087986,1.61219699e-22,5.52702263e-21,0,
-0.114843845,1.52128221e-22,5.87312946e-21,0,
-0.114599705,1.3818405e-22,6.19817037e-21,0,
-0.114355564,1.1353019e-22,6.52344095e-21,0,
-0.114111423,8.47325098e-23,6.6858769e-21,0,
-0.113867283,4.70154473e-23,6.79995974e-21,0,
-0.113623142,8.05651053e-24,6.70164892e-21,0,
-0.113379002,3.71785131e-23,6.54938585e-21,0,
-0.113134861,7.7464732e-23,6.23270724e-21,0,
-0.11289072,1.13919096e-22,5.91397732e-21,0,
-0.11264658,1.45258624e-22,5.57852298e-21,0,
-0.112402439,1.69035721e-22,5.3676466e-21,0,
-0.112158298,1.87317651e-22,5.32310305e-21,0,
-0.111914158,1.97474814e-22,5.48159027e-21,0,
-0.111670017,2.05171017e-22,5.82072072e-21,0,
-0.111425877,2.08517705e-22,6.23195023e-21,0,
-0.111181736,2.11804681e-22,6.67597948e-21,0,
-0.110937595,2.09623023e-22,7.00600916e-21,0,
-0.110693455,2.04606101e-22,7.2504577e-21,0,
-0.110449314,1.93080457e-22,7.2841815e-21,0,
-0.110205173,1.80023571e-22,7.20369021e-21,0,
-0.109961033,1.65898735e-22,6.93716115e-21,0,
-0.109716892,1.62815506e-22,6.62174307e-21,0,
-0.109472752,1.78056125e-22,6.25561527e-21,0,
-0.109228611,2.16021834e-22,5.9798384e-21,0,
-0.10898447,2.64917374e-22,5.82896422e-21,0,
-0.10874033,3.19010454e-22,5.86800947e-21,1,0.054364339
-0.108496189,3.69181302e-22,6.07125208e-21,1,0.0608081
-0.108252048,4.13558954e-22,6.3718765e-21,1,0.064903793
-0.108007908,4.45522307e-22,6.70973454e-21,1,0.066399394
-0.107763767,4.64840515e-22,6.9743466e-21,1,0.066650045
-0.107519627,4.69592164e-22,7.16162332e-21,1,0.065570631
-0.107275486,4.6233421e-22,7.17632627e-21,1,0.064424915
-0.107031345,4.433882e-22,7.07791627e-21,1,0.062643889
-0.106787205,4.13847849e-22,6.80601062e-21,1,0.06080623
-0.106543064,3.75620488e-22,6.45982705e-21,1,0.058147143
-0.106298923,3.3114097e-22,6.03416053e-21,1,0.05487772
-0.106054783,2.84631694e-22,5.64820896e-21,0,
-0.105810642,2.37456475e-22,5.35159277e-21,0,
-0.105566502,1.94431334e-22,5.23673627e-21,0,
-0.105322361,1.60027354e-22,5.32274735e-21,0,
-0.10507822,1.41688735e-22,5.57750873e-21,0,
-0.10483408,1.37273391e-22,5.94058835e-21,0,
-0.104589939,1.40167187e-22,6.30430386e-21,0,
-0.104345798,1.42580368e-22,6.63052896e-21,0,
-0.104101658,1.41214993e-22,6.82128518e-21,0,
-0.103857517,1.33741639e-22,6.89644227e-21,0,
-0.103613377,1.23780091e-22,6.79122734e-21,0,
-0.103369236,1.20610014e-22,6.57231847e-21,0,
-0.103125095,1.34425004e-22,6.22745602e-21,0,
-0.102880955,1.64174854e-22,5.85898306e-21,0,
-0.102636814,2.02088103e-22,5.51945625e-21,0,
-0.102392673,2.42398436e-22,5.32408564e-21,0,
-0.102148533,2.7974521e-22,5.33215476e-21,0,
-0.101904392,3.09803179e-22,5.56205557e-21,0,
-0.101660252,3.30305143e-22,5.96353789e-21,1,0.055387448
-0.101416111,3.4180744e-22,6.43389631e-21,1,0.053126041
-0.10117197,3.47136344e-22,6.89892466e-21,1,0.050317457
-0.10092783,3.4774968e-22,7.25351619e-21,1,0.047942222
-0.100683689,3.46730466e-22,7.48134995e-21,1,0.046345976
-0.100439548,3.46837328e-22,7.51439702e-21,1,0.046156375
-0.100195408,3.52289328e-22,7.39489976e-21,1,0.0476395
-0.099951267,3.61840437e-22,7.10508239e-21,1,0.050926987
-0.099707127,3.73575009e-22,6.73433133e-21,1,0.055473215
-0.099462986,3.84074815e-22,6.32637025e-21,1,0.060710139
-0.099218845,3.93864633e-22,5.99967275e-21,1,0.065647686
-0.098974705,4.00778874e-22,5.82482084e-21,1,0.068805357
-0.098730564,4.04543499e-22,5.86119267e-21,1,0.069020679
-0.098486423,4.03674523e-22,6.08615013e-21,1,0.066326744
-0.098242283,4.01371201e-22,6.42359825e-21,1,0.062483858
-0.097998142,3.97839604e-22,6.78758098e-21,1,0.05861287
-0.097754002,3.94244999e-22,7.07617759e-21,1,0.055714401
-0.097509861,3.89109876e-22,7.25052785e-21,1,0.05366642
-0.09726572,3.85447614e-22,7.24513491e-21,1,0.053200888
-0.09702158,3.83520979e-22,7.08369578e-21,1,0.054141368
-0.096777439,3.83483417e-22,6.7464532e-21,1,0.056842226
-0.096533298,3.81337463e-22,6.30652477e-21,1,0.060467132
-0.096289158,3.76594022e-22,5.79747929e-21,1,0.064958235
-0.096045017,3.67446915e-22,5.32841823e-21,1,0.068959849
-0.095800877,3.53389484e-22,4.97765938e-21,0,
-0.095556736,3.3144266e-22,4.83959517e-21,0,
-0.095312595,3.02363947e-22,4.9371453e-21,0,
-0.095068455,2.6788083e-22,5.23134529e-21,0,
-0.094824314,2.31574006e-22,5.64170452e-21,0,
-0.094580173,1.95518733e-22,6.06688371e-21,0,
-0.094336033,1.65740217e-22,6.44851055e-21,0,
-0.094091892,1.52305257e-22,6.70989353e-21,0,
-0.093847752,1.62197942e-22,6.84374856e-21,0,
-0.093603611,1.87180181e-22,6.80713431e-21,0,
-0.09335947,2.16953018e-22,6.63268465e-21,0,
-0.09311533,2.44012457e-22,6.32280332e-21,0,
-0.092871189,2.64580645e-22,5.94845489e-21,0,
-0.092627048,2.74230652e-22,5.57512304e-21,0,
-0.092382908,2.71908422e-22,5.31043692e-21,0,
-0.092138767,2.58965967e-22,5.24625112e-21,0,
-0.091894627,2.38847378e-22,5.42299078e-21,0,
-0.091650486,2.13900664e-22,5.8093255e-21,0,
-0.091406345,1.85327324e-22,6.30180992e-21,0,
-0.091162205,1.55403331e-22,6.8075671e-21,0,
-0.090918064,1.26388133e-22,7.2192986e-21,0,
-0.090673923,9.95924404e-23,7.49372403e-21,0,
-0.090429783,7.29063568e-23,7.57233676e-21,0,
-0.090185642,4.65678237e-23,7.47047828e-21,0,
-0.089941502,2.70496601e-23,7.18673206e-21,0,
-0.089697361,3.09819528e-23,6.78936306e-21,0,
-0.08945322,4.68255657e-23,6.33815662e-21,0,
-0.08920908,6.01031887e-23,5.93877082e-21,0,
-0.088964939,6.71644425e-23,5.67750569e-21,0,
-0.088720798,6.44227761e-23,5.61744734e-21,0,
-0.088476658,4.97714037e-23,5.75492449e-21,0,
-0.088232517,2.36584186e-23,6.02254833e-21,0,
-0.087988377,1.28972572e-23,6.33594002e-21,0,
-0.087744236,5.20540558e-23,6.59905395e-21,0,
-0.087500095,9.3825884e-23,6.76257191e-21,0,
-0.087255955,1.3388296e-22,6.77373183e-21,0,
-0.087011814,1.68708318e-22,6.64092778e-21,0,
-0.086767673,1.93145075e-22,6.36082438e-21,0,
-0.086523533,2.05133602e-22,5.98896551e-21,0,
-0.086279392,2.04593129e-22,5.57220859e-21,0,
-0.086035252,1.94426238e-22,5.2048712e-21,0,
-0.085791111,1.76811375e-22,4.97196814e-21,0,
-0.08554697,1.54109663e-22,4.95329468e-21,0,
-0.08530283,1.29666792e-22,5.16417195e-21,0,
-0.085058689,1.08023972e-22,5.55347613e-21,0,
-0.084814548,9.12406845e-23,6.03469508e-21,0,
-0.084570408,7.79999658e-23,6.50862713e-21,0,
-0.084326267,7.05289583e-23,6.90803426e-21,0,
-0.084082127,7.78117784e-23,7.16516347e-21,0,
-0.083837986,1.00708599e-22,7.25922058e-21,0,
-0.083593845,1.31398034e-22,7.16274414e-21,0,
-0.083349705,1.63297767e-22,6.90002266e-21,0,
-0.083105564,1.92413755e-22,6.49675395e-21,0,
-0.082861423,2.13327802e-22,6.03164575e-21,0,
-0.082617283,2.21706001e-22,5.59839304e-21,0,
-0.082373142,2.16296172e-22,5.32022394e-21,0,
-0.082129002,2.00639547e-22,5.29136039e-21,0,
-0.081884861,1.80917679e-22,5.53200314e-21,0,
-0.08164072,1.64449127e-22,5.97390682e-21,0,
-0.08139658,1.59552286e-22,6.49850209e-21,0,
-0.081152439,1.7123545e-22,6.99841904e-21,0,
-0.080908298,1.94109636e-22,7.37954009e-21,0,
-0.080664158,2.17036958e-22,7.59468304e-21,0,
-0.080420017,2.32669555e-22,7.6077563e-21,0,
-0.080175877,2.40403007e-22,7.43191127e-21,0,
-0.079931736,2.4341033e-22,7.08612859e-21,0,
-0.079687595,2.45075735e-22,6.63378026e-21,0,
-0.079443455,2.48870958e-22,6.14520177e-21,0,
-0.079199314,2.58072903e-22,5.72170706e-21,0,
-0.078955173,2.72687684e-22,5.45581501e-21,0,
-0.078711033,2.86885821e-22,5.41135339e-21,0,
-0.078466892,2.93821695e-22,5.58211902e-21,0,
-0.078222752,2.90619808e-22,5.89755946e-21,0,
-0.077978611,2.7993954e-22,6.2640145e-21,0,
-0.07773447,2.66769428e-22,6.58987995e-21,0,
-0.07749033,2.57964249e-22,6.81610759e-21,0,
-0.077246189,2.61238257e-22,6.89726422e-21,0,
-0.077002048,2.80962019e-22,6.82515472e-21,1,0.041165663
-0.076757908,3.11187984e-22,6.6002387e-21,1,0.047147989
-0.076513767,3.40460344e-22,6.26013684e-21,1,0.054385448
-0.076269627,3.59580052e-22,5.85508548e-21,1,0.061413288
-0.076025486,3.65198383e-22,5.46915869e-21,1,0.066774143
-0.075781345,3.56737599e-22,5.19363602e-21,0,
-0.075537205,3.35220892e-22,5.11341306e-21,0,
-0.075293064,3.03443879e-22,5.26151379e-21,0,
-0.075048923,2.68169877e-22,5.6034481e-21,0,
-0.074804783,2.36667797e-22,6.058186e-21,0,
-0.074560642,2.11837234e-22,6.53025047e-21,0,
-0.074316502,1.90898598e-22,6.94072454e-21,0,
-0.074072361,1.72626215e-22,7.22532668e-21,0,
-0.07382822,1.60948785e-22,7.35027167e-21,0,
-0.07358408,1.62936428e-22,7.29762736e-21,0,
-0.073339939,1.83424756e-22,7.08064152e-21,0,
-0.073095798,2.2201631e-22,6.72902364e-21,0,
-0.072851658,2.71146604e-22,6.30133668e-21,0,
-0.072607517,3.19667783e-22,5.87406104e-21,1,0.054420235
-0.072363377,3.58088421e-22,5.5405438e-21,1,0.064630555
-0.072119236,3.82526057e-22,5.38391294e-21,1,0.071049822
-0.071875095,3.9369289e-22,5.44185856e-21,1,0.0723453
-0.071630955,3.94464703e-22,5.68439001e-21,1,0.069394377
-0.071386814,3.88505439e-22,6.02963355e-21,1,0.064432678
-0.071142673,3.81381989e-22,6.38498797e-21,1,0.059731043
-0.070898533,3.78667552e-22,6.67081929e-21,1,0.056764774
-0.070654392,3.80899886e-22,6.83369827e-21,1,0.05573847
-0.070410252,3.81855212e-22,6.84279247e-21,1,0.055804003
-0.070166111,3.7417731e-22,6.69207985e-21,1,0.055913456
-0.06992197,3.54801543e-22,6.39752201e-21,1,0.055459214
-0.06967783,3.25441789e-22,6.00035203e-21,1,0.054237116
-0.069433689,2.9119063e-22,5.56718114e-21,0,
-0.069189548,2.61865024e-22,5.18688086e-21,0,
-0.068945408,2.52366453e-22,4.95487264e-21,0,
-0.068701267,2.70888421e-22,4.93848039e-21,0,
-0.068457127,3.07112308e-22,5.14088844e-21,0,
-0.068212986,3.43490531e-22,5.50017568e-21,1,0.062450829
-0.067968845,3.68461511e-22,5.92252228e-21,1,0.062213613
-0.067724705,3.7712244e-22,6.31898497e-21,1,0.059680857
-0.067480564,3.67982042e-22,6.61812524e-21,1,0.055602157
-0.067236423,3.4220104e-22,6.77649107e-21,1,0.050498265
-0.066992283,3.05577513e-22,6.77181012e-21,1,0.045124938
-0.066748142,2.69298169e-22,6.61134577e-21,0,
-0.066504002,2.44969182e-22,6.32103132e-21,0,
-0.066259861,2.36273939e-22,5.95484689e-21,0,
-0.06601572,2.37131647e-22,5.58424997e-21,0,
-0.06577158,2.39091521e-22,5.29955029e-21,0,
-0.065527439,2.35505869e-22,5.18329735e-21,0,
-0.065283298,2.22729772e-22,5.27849531e-21,0,
-0.065039158,2.02346558e-22,5.56311672e-21,0,
-0.064795017,1.84096853e-22,5.96187753e-21,0,
-0.064550877,1.8059187e-22,6.38710981e-21,0,
-0.064306736,1.94157417e-22,6.75743266e-21,0,
-0.064062595,2.14242922e-22,7.02016374e-21,0,
-0.063818455,2.30107667e-22,7.1357271e-21,0,
-0.063574314,2.34986362e-22,7.09614031e-21,0,
-0.063330173,2.25171642e-22,6.90287686e-21,0,
-0.063086033,1.99501815e-22,6.59055192e-21,0,
-0.062841892,1.62762712e-22,6.20693373e-21,0,
-0.062597752,1.27324603e-22,5.82964809e-21,0,
-0.062353611,1.12556012e-22,5.54330076e-21,0,
-0.06210947,1.25434395e-22,5.42633568e-21,0,
-0.06186533,1.50930785e-22,5.51577981e-21,0,
-0.061621189,1.73720851e-22,5.78699532e-21,0,
-0.061377048,1.85980772e-22,6.17311988e-21,0,
-0.061132908,1.83964178e-22,6.58351066e-21,0,
-0.060888767,1.70018808e-22,6.94607852e-21,0,
-0.060644627,1.52575855e-22,7.19533991e-21,0,
-0.060400486,1.44331334e-22,7.30613699e-21,0,
-0.060156345,1.51257214e-22,7.2610131e-21,0,
-0.059912205,1.68695401e-22,7.08519446e-21,0,
-0.059668064,1.87500004e-22,6.80949854e-21,0,
-0.059423923,2.00778381e-22,6.50048103e-21,0,
-0.059179783,2.02690328e-22,6.22659016e-21,0,
-0.058935642,1.90794444e-22,6.06517836e-21,0,
-0.058691502,1.66545694e-22,6.06318716e-21,0,
-0.058447361,1.36762796e-22,6.22078011e-21,0,
-0.05820322,1.11420276e-22,6.4906664e-21,0,
-0.05795908,1.01132115e-22,6.79197941e-21,0,
-0.057714939,1.08714728e-22,7.05475455e-21,0,
-0.057470798,1.26244598e-22,7.21021763e-21,0,
-0.057226658,1.42883183e-22,7.23147841e-21,0,
-0.056982517,1.51390792e-22,7.09130079e-21,0,
-0.056738377,1.48893052e-22,6.80969646e-21,0,
-0.056494236,1.375651e-22,6.40445299e-21,0,
-0.056250095,1.23641879e-22,5.9406548e-21,0,
-0.056005955,1.14551036e-22,5.4851557e-21,0,
-0.055761814,1.16222969e-22,5.13386982e-21,0,
-0.055517673,1.28936468e-22,4.96082961e-21,0,
-0.055273533,1.48008597e-22,5.00294906e-21,0,
-0.055029392,1.65399288e-22,5.23322075e-21,0,
-0.054785252,1.74232788e-22,5.577382e-21,0,
-0.054541111,1.69394566e-22,5.95894334e-21,0,
-0.05429697,1.50263671e-22,6.29840077e-21,0,
-0.05405283,1.17857571e-22,6.55674615e-21,0,
-0.053808689,7.684206e-23,6.68822037e-21,0,
-0.053564548,4.47500806e-23,6.69693729e-21,0,
-0.053320408,7.41203033e-23,6.57164332e-21,0,
-0.053076267,1.33997762e-22,6.34871993e-21,0,
-0.052832127,1.95286434e-22,6.05292929e-21,0,
-0.052587986,2.48300493e-22,5.74633268e-21,0,
-0.052343845,2.89704368e-22,5.49071882e-21,0,
-0.052099705,3.17920661e-22,5.35528398e-21,0,
-0.051855564,3.34195432e-22,5.38995893e-21,0,
-0.051611423,3.39688911e-22,5.59024199e-21,1,0.060764617
-0.051367283,3.38578543e-22,5.92066435e-21,1,0.057185904
-0.051123142,3.36417565e-22,6.29653997e-21,1,0.053428957
-0.050879002,3.37978104e-22,6.66091109e-21,1,0.050740522
-0.050634861,3.42218376e-22,6.93558655e-21,1,0.049342384
-0.05039072,3.43065668e-22,7.10117958e-21,1,0.048311082
-0.05014658,3.34359152e-22,7.1189449e-21,1,0.046967515
-0.049902439,3.11921034e-22,7.01509209e-21,1,0.044464282
-0.049658298,2.7464672e-22,6.80304629e-21,1,0.040371138
-0.049414158,2.21963423e-22,6.55288035e-21,0,
-0.049170017,1.58106666e-22,6.32539401e-21,0,
-0.048925877,9.50044735e-23,6.19856393e-21,0,
-0.048681736,7.51786679e-23,6.21608724e-21,0,
-0.048437595,1.17315852e-22,6.37918238e-21,0,
-0.048193455,1.68687936e-22,6.65195677e-21,0,
-0.047949314,2.09030791e-22,6.95767069e-21,0,
-0.047705173,2.34236894e-22,7.24000136e-21,0,
-0.047461033,2.43714122e-22,7.42149202e-21,0,
-0.047216892,2.42250438e-22,7.48592772e-21,0,
-0.046972752,2.38023713e-22,7.39269101e-21,0,
-0.046728611,2.40705174e-22,7.17539116e-21,0,
-0.04648447,2.50434357e-22,6.83628266e-21,0,
-0.04624033,2.60840815e-22,6.44265132e-21,0,
-0.045996189,2.62606378e-22,6.03236627e-21,0,
-0.045752048,2.51359436e-22,5.68239776e-21,0,
-0.045507908,2.23857669e-22,5.44180896e-21,0,
-0.045263767,1.83761532e-22,5.34863216e-21,0,
-0.045019627,1.44886773e-22,5.40408332e-21,0,
-0.044775486,1.42960147e-22,5.56358296e-21,0,
-0.044531345,1.90120256e-22,5.78737814e-21,0,
-0.044287205,2.57209751e-22,6.00231995e-21,0,
-0.044043064,3.20205856e-22,6.19200603e-21,1,0.051712782
-0.043798923,3.69401423e-22,6.29891068e-21,1,0.058645287
-0.043554783,3.97923589e-22,6.3402553e-21,1,0.062761446
-0.043310642,4.04558087e-22,6.28287931e-21,1,0.064390555
-0.043066502,3.90655496e-22,6.16826777e-21,1,0.063333096
-0.042822361,3.65833596e-22,5.99920007e-21,1,0.060980396
-0.04257822,3.40601685e-22,5.83352462e-21,1,0.058386946
-0.04233408,3.24988099e-22,5.70799681e-21,0,
-0.042089939,3.19879517e-22,5.66835207e-21,0,
-0.041845798,3.22236804e-22,5.74399374e-21,0,
-0.041601658,3.24197783e-22,5.91978457e-21,1,0.054765132
-0.041357517,3.20356569e-22,6.18360352e-21,1,0.051807424
-0.041113377,3.08057798e-22,6.46169167e-21,1,0.047674481
-0.040869236,2.94942547e-22,6.73192588e-21,1,0.043812507
-0.040625095,2.92986898e-22,6.91142373e-21,1,0.042391685
-0.040380955,3.10890717e-22,7.00572329e-21,1,0.044376677
-0.040136814,3.42613683e-22,6.95969754e-21,1,0.049228243
-0.039892673,3.77110765e-22,6.81386337e-21,1,0.055344633
-0.039648533,4.02523602e-22,6.55616548e-21,1,0.061396193
-0.039404392,4.11294469e-22,6.24932213e-21,1,0.065814253
-0.039160252,3.98380249e-22,5.92446276e-21,1,0.06724327
-0.038916111,3.65694381e-22,5.64587169e-21,1,0.064771996
-0.03867197,3.22731135e-22,5.46269151e-21,0,
-0.03842783,2.85212249e-22,5.39349294e-21,0,
-0.038183689,2.68588923e-22,5.44849481e-21,0,
-0.037939548,2.76409777e-22,5.56668946e-21,0,
-0.037695408,2.98014752e-22,5.73018593e-21,0,
-0.037451267,3.17313135e-22,5.85145527e-21,1,0.054228072
-0.037207127,3.21751676e-22,5.93913382e-21,1,0.054174849
-0.036962986,3.05246904e-22,5.92181576e-21,0,
-0.036718845,2.71371776e-22,5.84084519e-21,0,
-0.036474705,2.30141327e-22,5.65636211e-21,0,
-0.036230564,1.98247313e-22,5.43032943e-21,0,
-0.035986423,1.88613011e-22,5.16786805e-21,0,
-0.035742283,2.02293623e-22,4.93741495e-21,0,
-0.035498142,2.25024521e-22,4.78099847e-21,0,
-0.035254002,2.43366949e-22,4.73797776e-21,0,
-0.035009861,2.52389797e-22,4.83672268e-21,0,
-0.03476572,2.6000699e-22,5.03845968e-21,0,
-0.03452158,2.80453999e-22,5.33405465e-21,0,
-0.034277439,3.2233193e-22,5.62792688e-21,0,
-0.034033298,3.79890034e-22,5.92085764e-21,1,0.064161319
-0.033789158,4.41539712e-22,6.11410983e-21,1,0.072216516
-0.033545017,4.94741216e-22,6.24659949e-21,1,0.079201687
-0.033300877,5.30233285e-22,6.24755853e-21,1,0.084870479
-0.033056736,5.40188649e-22,6.18554956e-21,1,0.087330745
-0.032812595,5.25910087e-22,6.03257409e-21,1,0.087178388
-0.032568455,4.92596492e-22,5.86295178e-21,1,0.084018513
-0.032324314,4.55340484e-22,5.69152177e-21,1,0.080003293
-0.032080173,4.26242821e-22,5.56779265e-21,1,0.076555082
-0.031836033,4.18433166e-22,5.52271163e-21,1,0.075765891
-0.031591892,4.29921368e-22,5.54099478e-21,1,0.077589203
-0.031347752,4.52641572e-22,5.64049066e-21,1,0.080248617
-0.031103611,4.68184932e-22,5.73923639e-21,1,0.081576171
-0.03085947,4.67650961e-22,5.86476657e-21,1,0.079739058
-0.03061533,4.44646332e-22,5.91241263e-21,1,0.075205565
-0.030371189,4.07078883e-22,5.94468113e-21,1,0.068477833
-0.030127048,3.62607281e-22,5.86874688e-21,1,0.061786151
-0.029882908,3.28463e-22,5.77413366e-21,1,0.056885244
-0.029638767,3.14790973e-22,5.60482269e-21,0,
-0.029394627,3.27095844e-22,5.45655562e-21,0,
-0.029150486,3.49311463e-22,5.32183779e-21,1,0.065637375
-0.028906345,3.68178374e-22,5.26918721e-21,1,0.069873846
-0.028662205,3.70808536e-22,5.31450697e-21,1,0.069772895
-0.028418064,3.60344388e-22,5.45156558e-21,1,0.066099248
-0.028173923,3.39765588e-22,5.69084528e-21,1,0.059703888
-0.027929783,3.21374198e-22,5.94371129e-21,1,0.054069618
-0.027685642,3.11231063e-22,6.24045923e-21,1,0.049873102
-0.027441502,3.16714001e-22,6.44747771e-21,1,0.049122155
-0.027197361,3.29576701e-22,6.64379207e-21,1,0.049606715
-0.02695322,3.41416126e-22,6.6892143e-21,1,0.051039795
-0.02670908,3.39608775e-22,6.70582604e-21,1,0.050643839
-0.026464939,3.23872884e-22,6.5821491e-21,1,0.049204732
-0.026220798,2.95792106e-22,6.45068554e-21,1,0.045854368
-0.025976658,2.66004273e-22,6.25385357e-21,0,
-0.025732517,2.45245525e-22,6.09201298e-21,0,
-0.025488377,2.46435151e-22,5.965358e-21,0,
-0.025244236,2.67003139e-22,5.89890666e-21,0,
-0.025000095,2.95640265e-22,5.93257838e-21,0,
-0.024755955,3.1578754e-22,5.98491257e-21,1,0.052763935
-0.024511814,3.21515063e-22,6.13552289e-21,1,0.052402227
-0.024267673,3.11415566e-22,6.21063737e-21,1,0.050142288
-0.024023533,2.89747363e-22,6.35699347e-21,0,
-0.023779392,2.6543892e-22,6.34955041e-21,0,
-0.023535252,2.47804531e-22,6.39737191e-21,0,
-0.023291111,2.48499032e-22,6.27219069e-21,0,
-0.02304697,2.64000518e-22,6.19798314e-21,0,
-0.02280283,2.85825509e-22,6.00537679e-21,0,
-0.022558689,2.99619834e-22,5.87063355e-21,0,
-0.022314548,3.05244495e-22,5.7370684e-21,0,
-0.022070408,2.9618221e-22,5.66664914e-21,0,
-0.021826267,2.84658598e-22,5.72993624e-21,0,
-0.021582127,2.65303915e-22,5.80259809e-21,0,
-0.021337986,2.59351548e-22,6.0933544e-21,0,
-0.021093845,2.5559886e-22,6.23464055e-21,0,
-0.020849705,2.70806663e-22,6.64984407e-21,0,
-0.020605564,2.73170426e-22,6.67769864e-21,0,
-0.020361423,2.83267429e-22,7.07786639e-21,1,0.040021585
-0.020117283,2.60212134e-22,6.80048035e-21,0,
-0.019873142,2.47286661e-22,7.11253971e-21,0,
-0.019629002,1.80773245e-22,6.22326886e-21,0,
