T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cp_proxy_J_per_molK,Cp_proxy_kind,B_GPa,gamma_model_dimensionless,residual_1e-8_per_K,z
460.0,348.6254448919208,348.1380420860651,0.5,22.9084,janaf_interp,97.55200000000002,0.17877144348511564,-0.48740280585561985,-0.9748056117112397
461.0,348.96495216426797,348.3732205402411,0.5,22.91894,janaf_interp,97.54453333333335,0.17879625392520937,-0.5917316240268884,-1.1834632480537768
462.0,349.30280318334866,348.60770925438055,0.5,22.92948,janaf_interp,97.53706666666668,0.17882066927933582,-0.695093928968115,-1.39018785793623
463.0,349.639009109512,348.8415191767133,0.5,22.94002,janaf_interp,97.52960000000002,0.1788446957862472,-0.7974899327987537,-1.5949798655975074
464.0,349.9735810098815,349.07466109219047,0.5,22.95056,janaf_interp,97.52213333333334,0.1788683395878519,-0.8989199176910172,-1.7978398353820344
465.0,350.3065298592541,349.3071456248195,0.5,22.961100000000002,janaf_interp,97.51466666666667,0.1788916067306646,-0.9993842344346222,-1.9987684688692444
466.0,350.6378665409895,349.53898323996845,0.5,22.97164,janaf_interp,97.50720000000001,0.17891450316723645,-1.0988833010210157,-2.1977666020420314
467.0,350.96760184789105,349.7701842466419,0.5,22.98218,janaf_interp,97.49973333333332,0.1789370347575653,-1.197417601249117,-2.394835202498234
468.0,351.2957464830768,350.00075879972496,0.5,22.99272,janaf_interp,97.49226666666668,0.17895920727048661,-1.294987683351853,-2.589975366703706
469.0,351.62231106084147,350.2307169022005,0.5,23.00326,janaf_interp,97.4848,0.17898102638504462,-1.3915941586409486,-2.783188317281897
470.0,351.9473061075099,350.46006840733423,0.5,23.0138,janaf_interp,97.47733333333336,0.17900249769184487,-1.4872377001756871,-2.9744754003513743
471.0,352.2707420622818,350.6888230208346,0.5,23.02434,janaf_interp,97.46986666666669,0.17902362669438746,-1.5819190414471715,-3.163838082894343
472.0,352.5926292780664,350.9169903029812,0.5,23.03488,janaf_interp,97.46240000000002,0.1790444188103817,-1.6756389750852014,-3.351277950170403
473.0,352.9129780223104,351.1445796707265,0.5,23.04542,janaf_interp,97.45493333333336,0.17906487937304236,-1.768398351583955,-3.53679670316791
474.0,353.2317984778156,351.37160039976914,0.5,23.05596,janaf_interp,97.44746666666667,0.17908501363236753,-1.8601980780464313,-3.7203961560928627
475.0,353.54910074354865,351.5980616266002,0.5,23.066499999999998,janaf_interp,97.44000000000001,0.17910482675639855,-1.9510391169484604,-3.902078233896921
476.0,353.8648948354429,351.82397235052144,0.5,23.07704,janaf_interp,97.43253333333335,0.17912432383246205,-2.040922484921432,-4.081844969842864
477.0,354.1791906871908,352.04934143563713,0.5,23.08758,janaf_interp,97.42506666666667,0.17914350986839425,-2.1298492515536593,-4.259698503107319
478.0,354.4919981510292,352.2741776128185,0.5,23.098119999999998,janaf_interp,97.41760000000002,0.17916238979374818,-2.217820538210673,-4.435641076421346
479.0,354.80332699851544,352.4984894816425,0.5,23.10866,janaf_interp,97.41013333333335,0.1791809684609832,-2.304837516872967,-4.609675033745934
480.0,355.11318692129635,352.72228551230364,0.5,23.1192,janaf_interp,97.40266666666668,0.179199250646638,-2.3909014089927134,-4.781802817985427
481.0,355.42158753186794,352.9455740475006,0.5,23.129739999999998,janaf_interp,97.39520000000003,0.17921724105248651,-2.476013484367338,-4.952026968734676
482.0,355.728538364329,353.1683633042976,0.5,23.14028,janaf_interp,97.38773333333334,0.17923494430667747,-2.560175060031386,-5.120350120062772
483.0,356.0340488751248,353.390661375958,0.5,23.15082,janaf_interp,97.38026666666669,0.17925236496485714,-2.643387499166777,-5.286774998333554
484.0,356.33812844378497,353.61247623375704,0.5,23.16136,janaf_interp,97.37280000000001,0.1792695075112766,-2.725652210027957,-5.451304420055914
485.0,356.6407863736519,353.833815728766,0.5,23.1719,janaf_interp,97.36533333333335,0.17928637635988237,-2.8069706448858645,-5.613941289771729
486.0,356.94203189260344,354.054687593614,0.5,23.18244,janaf_interp,97.35786666666671,0.1793029758553916,-2.8873442989894222,-5.7746885979788445
487.0,357.24187415376605,354.2750994442256,0.5,23.19298,janaf_interp,97.35040000000002,0.1793193102743517,-2.966774709540461,-5.933549419080922
488.0,357.5403222362225,354.4950587815327,0.5,23.203519999999997,janaf_interp,97.34293333333336,0.17933538382618433,-3.045263454689771,-6.090526909379542
489.0,357.83738514571036,354.7145729931659,0.5,23.21406,janaf_interp,97.33546666666669,0.1793512006542147,-3.1228121525444243,-6.245624305088849
490.0,358.1330718153151,354.93364935511926,0.5,23.2246,janaf_interp,97.32800000000002,0.17936676483668526,-3.1994224601958026,-6.398844920391605
491.0,358.4273911061541,355.1522950333947,0.5,23.235139999999998,janaf_interp,97.32053333333334,0.1793820803877552,-3.2750960727594007,-6.5501921455188015
492.0,358.72035180805506,355.37051708562143,0.5,23.24568,janaf_interp,97.31306666666669,0.17939715125848477,-3.3498347224336054,-6.699669444867211
493.0,359.01196264022656,355.5883224626549,0.5,23.25622,janaf_interp,97.3056,0.17941198133780575,-3.423640177571641,-6.847280355143282
494.0,359.3022322519217,355.8057180101516,0.5,23.266759999999998,janaf_interp,97.29813333333334,0.17942657445347734,-3.4965142417700807,-6.9930284835401615
495.0,359.5911692230952,356.0227104701233,0.5,23.277299999999997,janaf_interp,97.29066666666668,0.17944093437302805,-3.5684587529719187,-7.1369175059438374
496.0,359.87878206505326,356.2393064824691,0.5,23.28784,janaf_interp,97.2832,0.17945506480468373,-3.6394755825841782,-7.2789511651683565
497.0,360.16507922109696,356.45551258648544,0.5,23.298379999999998,janaf_interp,97.27573333333336,0.17946896939828227,-3.709566634611522,-7.419133269223044
498.0,360.4500690671592,356.6713352223563,0.5,23.308919999999997,janaf_interp,97.26826666666668,0.17948265174617414,-3.778733844802908,-7.557467689605816
499.0,360.73375991243375,356.88678073262065,0.5,23.31946,janaf_interp,97.26080000000003,0.1794961153841102,-3.846979179813112,-7.693958359626224
500.0,361.01616000000007,357.10185536362144,0.5,23.33,janaf_interp,97.25333333333336,0.17950936379211627,-3.9143046363786094,-7.828609272757219
501.0,361.29727750743905,357.28135493760317,0.5,23.33824,janaf_interp,97.24586666666669,0.17952240039535441,-4.015922569835903,-8.031845139671805
502.0,361.5771205474447,357.46048540224893,0.5,23.34648,janaf_interp,97.23840000000003,0.17953522856497184,-4.116635145195745,-8.23327029039149
503.0,361.8556971684276,357.63925284209876,0.5,23.354719999999997,janaf_interp,97.23093333333334,0.179547851618937,-4.216444326328841,-8.432888652657683
504.0,362.1330153551133,357.8176632485596,0.5,23.362959999999998,janaf_interp,97.22346666666668,0.1795602728228632,-4.315352106553719,-8.630704213107437
505.0,362.40908302913425,357.9957225213027,0.5,23.371199999999998,janaf_interp,97.21600000000001,0.17957249539082004,-4.413360507831536,-8.826721015663072
506.0,362.68390804961535,358.17343646964196,0.5,23.37944,janaf_interp,97.20853333333335,0.17958452248613282,-4.510471579973426,-9.020943159946851
507.0,362.9574982137536,358.3508108138911,0.5,23.38768,janaf_interp,97.20106666666669,0.1795963572221697,-4.606687399862503,-9.213374799725006
508.0,363.2298612573918,358.52785118670306,0.5,23.395919999999997,janaf_interp,97.19360000000002,0.17960800266311758,-4.702010070688774,-9.404020141377549
509.0,363.5010048555864,358.7045631343884,0.5,23.404159999999997,janaf_interp,97.18613333333334,0.1796194618247457,-4.796441721197952,-9.592883442395904
510.0,363.77093662316906,358.8809521182159,0.5,23.412399999999998,janaf_interp,97.17866666666669,0.17963073767515847,-4.88998450495322,-9.77996900990644
511.0,364.0396641153031,359.057023515693,0.5,23.42064,janaf_interp,97.17120000000001,0.1796418331355366,-4.9826405996100895,-9.965281199220179
512.0,364.30719482803346,359.23278262182924,0.5,23.42888,janaf_interp,97.16373333333334,0.17965275108086712,-5.074412206204216,-10.148824412408432
513.0,364.5735361988317,359.40823465038045,0.5,23.43712,janaf_interp,97.15626666666668,0.17966349434066256,-5.165301548451194,-10.330603096902388
514.0,364.83869560713475,359.5833847350748,0.5,23.445359999999997,janaf_interp,97.14880000000001,0.17967406569966918,-5.25531087205996,-10.51062174411992
515.0,365.1026803748787,359.7582379308217,0.5,23.453599999999998,janaf_interp,97.14133333333335,0.17968446789856463,-5.344442444056978,-10.688884888113956
516.0,365.3654977670264,359.9327992149024,0.5,23.46184,janaf_interp,97.13386666666669,0.1796947036346449,-5.432698552123994,-10.865397104247988
517.0,365.6271549920904,360.10707348814356,0.5,23.47008,janaf_interp,97.12640000000002,0.17970477556250106,-5.520081503946878,-11.040163007893756
518.0,365.8876592026501,360.28106557607384,0.5,23.47832,janaf_interp,97.11893333333336,0.17971468629468573,-5.606593626576281,-11.213187253152562
519.0,366.14701749586345,360.4547802300634,0.5,23.486559999999997,janaf_interp,97.11146666666667,0.1797244384023694,-5.692237265800027,-11.384474531600054
520.0,366.4052369139736,360.62822212844645,0.5,23.494799999999998,janaf_interp,97.10400000000001,0.17973403441598684,-5.777014785527153,-11.554029571054306
521.0,366.6623244448105,360.8013958776281,0.5,23.50304,janaf_interp,97.09653333333335,0.1797434768258737,-5.860928567182362,-11.721857134364724
522.0,366.91828702228696,360.97430601317467,0.5,23.51128,janaf_interp,97.08906666666667,0.1797527680828934,-5.943981009112297,-11.887962018224593
523.0,367.1731315268902,361.14695700088697,0.5,23.51952,janaf_interp,97.08160000000001,0.1797619105990546,-6.026174526003204,-12.052349052006408
524.0,367.42686478616747,361.31935323786007,0.5,23.527759999999997,janaf_interp,97.07413333333335,0.1797709067481192,-6.107511548307409,-12.215023096614818
525.0,367.6794935752079,361.49149905352516,0.5,23.535999999999998,janaf_interp,97.06666666666668,0.17977975886620107,-6.18799452168275,-12.3759890433655
526.0,367.93102461711817,361.6633987106776,0.5,23.54424,janaf_interp,97.05920000000002,0.17978846925235556,-6.267625906440564,-12.535251812881128
527.0,368.18146458349435,361.8350564064891,0.5,23.55248,janaf_interp,97.05173333333335,0.1797970401691603,-6.346408177005242,-12.692816354010484
528.0,368.4308200948883,362.00647627350526,0.5,23.56072,janaf_interp,97.04426666666667,0.17980547384328685,-6.424343821383048,-12.848687642766096
529.0,368.6790977212695,362.17766238062825,0.5,23.568959999999997,janaf_interp,97.03680000000001,0.17981377246606384,-6.501435340641243,-13.002870681282486
530.0,368.92630398248224,362.34861873408533,0.5,23.577199999999998,janaf_interp,97.02933333333334,0.1798219381940312,-6.577685248396897,-13.155370496793793
531.0,369.172445348698,362.51934927838204,0.5,23.58544,janaf_interp,97.0218666666667,0.17982997314948623,-6.653096070315909,-13.306192140631818
532.0,369.41752824086336,362.6898578972431,0.5,23.59368,janaf_interp,97.01440000000001,0.17983787942102109,-6.727670343620255,-13.45534068724051
533.0,369.66155903114344,362.86014841453675,0.5,23.60192,janaf_interp,97.00693333333336,0.17984565906405206,-6.80141061660669,-13.60282123321338
534.0,369.9045440433604,363.0302245951884,0.5,23.61016,janaf_interp,96.99946666666669,0.17985331410134098,-6.874319448171998,-13.748638896343996
535.0,370.1464895534279,363.2000901460784,0.5,23.618399999999998,janaf_interp,96.99200000000002,0.17986084652350812,-6.94639940734949,-13.89279881469898
536.0,370.38740178978134,363.3697487169274,0.5,23.62664,janaf_interp,96.98453333333335,0.17986825828953765,-7.017653072853894,-14.035306145707787
537.0,370.62728693380285,363.5392039011685,0.5,23.63488,janaf_interp,96.97706666666669,0.17987555132727528,-7.088083032634332,-14.176166065268664
538.0,370.86615112024293,363.7084592368064,0.5,23.64312,janaf_interp,96.9696,0.17988272753391787,-7.157691883436535,-14.31538376687307
539.0,371.1040004376374,363.87751820726345,0.5,23.65136,janaf_interp,96.96213333333334,0.17988978877649597,-7.2264822303739455,-14.452964460747891
540.0,371.34084092872024,364.0463842422137,0.5,23.659599999999998,janaf_interp,96.95466666666668,0.17989673689234867,-7.294456686506486,-14.588913373012971
541.0,371.5766785908319,364.21506071840435,0.5,23.667839999999998,janaf_interp,96.9472,0.17990357368959112,-7.361617872427548,-14.723235744855096
542.0,371.81151937632393,364.38355096046377,0.5,23.67608,janaf_interp,96.93973333333336,0.17991030094757496,-7.427968415860169,-14.855936831720339
543.0,372.04536919295964,364.55185824169956,0.5,23.68432,janaf_interp,96.93226666666668,0.17991692041734153,-7.493510951260073,-14.987021902520146
544.0,372.27823390431007,364.719985784883,0.5,23.69256,janaf_interp,96.92480000000002,0.1799234338220681,-7.5582481194270015,-15.116496238854003
545.0,372.5101193301463,364.88793676302237,0.5,23.700799999999997,janaf_interp,96.91733333333336,0.17992984285750724,-7.622182567123939,-15.244365134247879
546.0,372.7410312468284,365.05571430012503,0.5,23.709039999999998,janaf_interp,96.90986666666667,0.1799361491924194,-7.685316946703397,-15.370633893406794
547.0,372.9709753876894,365.22332147194646,0.5,23.71728,janaf_interp,96.90240000000003,0.17994235446899867,-7.747653915742935,-15.49530783148587
548.0,373.199957443416,365.3907613067315,0.5,23.72552,janaf_interp,96.89493333333334,0.17994846030329215,-7.809196136684499,-15.618392273368999
549.0,373.42798306242577,365.55803678593986,0.5,23.73376,janaf_interp,96.88746666666668,0.17995446828561248,-7.869946276485904,-15.739892552971808
550.0,373.65505785123975,365.72515084496484,0.5,23.741999999999997,janaf_interp,96.88000000000002,0.17996037998094455,-7.929907006274867,-15.859814012549734
551.0,373.8811873748518,365.8921063738392,0.5,23.750239999999998,janaf_interp,96.87253333333334,0.1799661969293452,-7.98908100101252,-15.97816200202504
552.0,374.1063771570947,366.05890621793014,0.5,23.75848,janaf_interp,96.86506666666669,0.1799719206463372,-8.047470939164597,-16.094941878329195
553.0,374.33063268100125,366.2255531786253,0.5,23.76672,janaf_interp,96.85760000000002,0.17997755262329707,-8.105079502375956,-16.21015900475191
554.0,374.5539593891634,366.39205001400734,0.5,23.77496,janaf_interp,96.85013333333335,0.1799830943278365,-8.16190937515608,-16.32381875031216
555.0,374.7763626840866,366.5583994395183,0.5,23.7832,janaf_interp,96.84266666666667,0.1799885472041783,-8.217963244568296,-16.43592648913659
556.0,374.9978479285409,366.724604128615,0.5,23.791439999999998,janaf_interp,96.83520000000001,0.17999391267352638,-8.273243799925906,-16.54648759985181
557.0,375.218420445909,366.89066671341305,0.5,23.79968,janaf_interp,96.82773333333333,0.17999919213442953,-8.327753732495937,-16.655507464991874
558.0,375.4380855205301,367.05658978532244,0.5,23.80792,janaf_interp,96.82026666666668,0.18000438696314033,-8.381495735207633,-16.762991470415265
559.0,375.6568483980413,367.2223758956734,0.5,23.81616,janaf_interp,96.81280000000001,0.18000949851396775,-8.434472502367893,-16.868945004735785
560.0,375.8747142857143,367.3880275563313,0.5,23.8244,janaf_interp,96.80533333333337,0.18001452811962457,-8.486686729383024,-16.973373458766048
561.0,376.0916883527901,367.5535472403043,0.5,23.832639999999998,janaf_interp,96.79786666666669,0.18001947709156943,-8.538141112485782,-17.076282224971564
562.0,376.3077757308092,367.71893738234115,0.5,23.84088,janaf_interp,96.79040000000003,0.18002434672034343,-8.58883834846805,-17.1776766969361
563.0,376.5229815139399,367.88420037951903,0.5,23.84912,janaf_interp,96.78293333333336,0.18002913827590142,-8.638781134420885,-17.27756226884177
564.0,376.7373107593016,368.04933859182313,0.5,23.85736,janaf_interp,96.77546666666669,0.1800338530079382,-8.687972167478454,-17.37594433495691
565.0,376.9507684872863,368.2143543427183,0.5,23.8656,janaf_interp,96.76800000000001,0.18003849214620976,-8.736414144567998,-17.472828289135997
566.0,377.16335968187684,368.3792499197103,0.5,23.873839999999998,janaf_interp,96.76053333333336,0.1800430569008491,-8.784109762166556,-17.568219524333113
567.0,377.37508929096094,368.54402757490067,0.5,23.88208,janaf_interp,96.75306666666667,0.18004754846267762,-8.831061716060288,-17.662123432120577
568.0,377.58596222664295,368.7086895255304,0.5,23.89032,janaf_interp,96.74560000000001,0.1800519680035112,-8.877272701112553,-17.754545402225105
569.0,377.7959833655529,368.87323795451874,0.5,23.89856,janaf_interp,96.73813333333337,0.18005631667646166,-8.922745411034148,-17.845490822068296
570.0,378.0051575491514,369.0376750109903,0.5,23.9068,janaf_interp,96.73066666666668,0.18006059561623358,-8.967482538161102,-17.934965076322204
571.0,378.21348958403274,369.20200281079724,0.5,23.915039999999998,janaf_interp,96.72320000000002,0.18006480593941637,-9.01148677323553,-18.02297354647106
572.0,378.42098424222365,369.3662234370319,0.5,23.92328,janaf_interp,96.71573333333335,0.18006894874477178,-9.054760805191732,-18.109521610383464
573.0,378.6276462614807,369.5303389405313,0.5,23.93152,janaf_interp,96.70826666666669,0.18007302511351683,-9.097307320949422,-18.194614641898845
574.0,378.8334803455835,369.69435134037485,0.5,23.93976,janaf_interp,96.70080000000002,0.1800770361096024,-9.139129005208664,-18.27825801041733
575.0,379.0384911646256,369.85826262437473,0.5,23.948,janaf_interp,96.69333333333334,0.18008098277998755,-9.180228540250862,-18.360457080501725
576.0,379.2426833553027,370.02207474955776,0.5,23.95624,janaf_interp,96.68586666666668,0.18008486615490918,-9.220608605744916,-18.441217211489832
577.0,379.4460615211971,370.18578964264066,0.5,23.96448,janaf_interp,96.67840000000001,0.18008868724814783,-9.260271878556512,-18.520543757113025
578.0,379.64863023306117,370.3494092004978,0.5,23.97272,janaf_interp,96.67093333333334,0.1800924470572891,-9.299221032563388,-18.598442065126775
579.0,379.8503940290958,370.51293529062195,0.5,23.98096,janaf_interp,96.6634666666667,0.18009614656398104,-9.337458738473853,-18.674917476947705
580.0,380.0513574152282,370.67636975157797,0.5,23.9892,janaf_interp,96.65600000000002,0.18009978673418742,-9.374987663650261,-18.749975327300522
581.0,380.25152486538536,370.83971439344964,0.5,23.99744,janaf_interp,96.64853333333335,0.18010336851843703,-9.411810471935723,-18.823620943871447
582.0,380.4509008217661,371.0029709982792,0.5,24.005679999999998,janaf_interp,96.64106666666669,0.18010689285206918,-9.447929823486888,-18.895859646973776
583.0,380.6494896951097,371.1661413205013,0.5,24.01392,janaf_interp,96.63360000000002,0.1801103606554752,-9.483348374608392,-18.966696749216784
584.0,380.8472958649622,371.3292270873692,0.5,24.02216,janaf_interp,96.62613333333334,0.1801137728343362,-9.518068777592992,-19.036137555185984
585.0,381.04432367994013,371.49222999937416,0.5,24.0304,janaf_interp,96.61866666666668,0.18011713027985687,-9.552093680565951,-19.104187361131903
586.0,381.2405774579917,371.65515173066086,0.5,24.03864,janaf_interp,96.6112,0.1801204338689962,-9.58542572733085,-19.1708514546617
587.0,381.43606148665503,371.81799392943276,0.5,24.046879999999998,janaf_interp,96.60373333333334,0.18012368446469373,-9.618067557222275,-19.23613511444455
588.0,381.63078002331486,371.980758218355,0.5,24.05512,janaf_interp,96.59626666666666,0.1801268829160929,-9.650021804959886,-19.300043609919772
589.0,381.8247372954556,372.14344619494784,0.5,24.06336,janaf_interp,96.5888,0.18013003005876063,-9.681291100507712,-19.362582201015424
590.0,382.01793750091304,372.3060594319768,0.5,24.0716,janaf_interp,96.58133333333336,0.1801331267149033,-9.711878068936267,-19.423756137872534
591.0,382.21038480812246,372.46859947783526,0.5,24.07984,janaf_interp,96.57386666666667,0.18013617369357962,-9.741785330287184,-19.48357066057437
592.0,382.40208335636584,372.63106785692094,0.5,24.08808,janaf_interp,96.56640000000003,0.18013917179090988,-9.771015499444943,-19.542030998889885
593.0,382.5930372560151,372.7934660700084,0.5,24.09632,janaf_interp,96.55893333333334,0.18014212179028202,-9.799571186006746,-19.599142372013493
594.0,382.78325058877425,372.9557955946136,0.5,24.10456,janaf_interp,96.55146666666668,0.1801450244625545,-9.827454994160659,-19.654909988321318
595.0,382.9727274079182,373.1180578853553,0.5,24.1128,janaf_interp,96.54400000000003,0.18014788056625586,-9.854669522562974,-19.709339045125947
596.0,383.16147173853045,373.28025437430784,0.5,24.12104,janaf_interp,96.53653333333334,0.180150690847781,-9.88121736422261,-19.76243472844522
597.0,383.34948757773736,373.44238647135165,0.5,24.12928,janaf_interp,96.5290666666667,0.18015345604158473,-9.907101106385698,-19.814202212771395
598.0,383.53677889494105,373.60445556451646,0.5,24.13752,janaf_interp,96.52160000000002,0.18015617687037203,-9.93232333042457,-19.86464666084914
599.0,383.7233496320492,373.76646302031986,0.5,24.14576,janaf_interp,96.51413333333335,0.18015885404528512,-9.95688661172931,-19.91377322345862
600.0,383.9092037037037,373.92841018410036,0.5,24.154,janaf_interp,96.50666666666667,0.18016148826608802,-9.980793519603345,-19.96158703920669
