T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cp_proxy_J_per_molK,Cp_proxy_kind,A_eff_model_mol_per_J,residual_1e-8_per_K,z
402.0,325.66310572013083,332.7589371502011,0.5,22.16844,janaf_interp,1.5010480536754103e-07,7.095831430070307,14.191662860140614
403.0,326.121497240944,333.0849250606279,0.5,22.18166,janaf_interp,1.5016230753723024e-07,6.963427819683878,13.926855639367757
404.0,326.5773894463851,333.40910681285663,0.5,22.19488,janaf_interp,1.502189274341004e-07,6.831717366471523,13.663434732943045
405.0,327.0308008113789,333.73150824896464,0.5,22.208099999999998,janaf_interp,1.5027467827007475e-07,6.700707437585731,13.401414875171461
406.0,327.4817496462524,334.05215486352955,0.5,22.22132,janaf_interp,1.503295730692549e-07,6.570405217277094,13.140810434554188
407.0,327.9302540983353,334.3710718076316,0.5,22.23454,janaf_interp,1.503836246702795e-07,6.440817709296322,12.881635418592644
408.0,328.37633215354583,334.68828389283175,0.5,22.24776,janaf_interp,1.504368457286629e-07,6.311951739285922,12.623903478571844
409.0,328.8200016379625,335.00381559512294,0.5,22.26098,janaf_interp,1.5048924871911431e-07,6.183813957160446,12.367627914320892
410.0,329.26128021938166,335.31769105885644,0.5,22.2742,janaf_interp,1.505408459378368e-07,6.056410839474799,12.112821678949597
411.0,329.70018540886053,335.62993410064064,0.5,22.28742,janaf_interp,1.5059164950480615e-07,5.929748691780127,11.859497383560255
412.0,330.1367345622466,335.94056821321306,0.5,22.30064,janaf_interp,1.506416713660294e-07,5.803833650966423,11.607667301932846
413.0,330.5709448816926,336.249616569284,0.5,22.31386,janaf_interp,1.50690923295783e-07,5.678671687591436,11.357343375182872
414.0,331.00283341715766,336.5571020253535,0.5,22.32708,janaf_interp,1.5073941689883027e-07,5.554268608195826,11.108537216391651
415.0,331.4324170678942,336.8630471254979,0.5,22.3403,janaf_interp,1.5078716361261843e-07,5.430630057603707,10.861260115207415
416.0,331.8597125839213,337.16747410512926,0.5,22.35352,janaf_interp,1.5083417470945482e-07,5.3077615212079445,10.615523042415889
417.0,332.28473656748395,337.47040489472425,0.5,22.36674,janaf_interp,1.5088046129866232e-07,5.185668327240281,10.371336654480562
418.0,332.70750547449876,337.7718611235242,0.5,22.37996,janaf_interp,1.5092603432871382e-07,5.0643556490254635,10.128711298050927
419.0,333.1280356159856,338.07186412320544,0.5,22.39318,janaf_interp,1.5097090458934613e-07,4.9438285072198305,9.887657014439661
420.0,333.54634315948607,338.3704349315182,0.5,22.4064,janaf_interp,1.5101508271365243e-07,4.824091772032138,9.648183544064276
421.0,333.96244413046793,338.66759429589706,0.5,22.41962,janaf_interp,1.510585791801543e-07,4.705150165429153,9.410300330858306
422.0,334.3763544137167,338.96336267703936,0.5,22.43284,janaf_interp,1.5110140431485242e-07,4.587008263322696,9.174016526645392
423.0,334.788089754713,339.257760252453,0.5,22.44606,janaf_interp,1.511435682932564e-07,4.469670497740072,8.939340995480144
424.0,335.1976657609973,339.55080691997364,0.5,22.45928,janaf_interp,1.5118508114239356e-07,4.353141158976342,8.706282317952684
425.0,335.60509790352125,339.84252230125054,0.5,22.4725,janaf_interp,1.51225952742797e-07,4.2374243977293125,8.474848795458625
426.0,336.01040151798554,340.13292574520096,0.5,22.48572,janaf_interp,1.512661928304724e-07,4.122524227215423,8.245048454430846
427.0,336.41359180616485,340.42203633143316,0.5,22.49894,janaf_interp,1.51305810998844e-07,4.008444525268311,8.016889050536623
428.0,336.8146838372204,340.70987287363766,0.5,22.51216,janaf_interp,1.5134481670067985e-07,3.8951890364173067,7.7903780728346135
429.0,337.21369254899867,340.99645392294775,0.5,22.525380000000002,janaf_interp,1.513832192499961e-07,3.7827613739490666,7.565522747898133
430.0,337.6106327493177,341.28179777126667,0.5,22.5386,janaf_interp,1.5142102782394056e-07,3.6711650219489655,7.342330043897931
431.0,338.0055191172411,341.56592245456443,0.5,22.55182,janaf_interp,1.5145825146465537e-07,3.5604033373233466,7.120806674646693
432.0,338.3983662043388,341.84884575614217,0.5,22.56504,janaf_interp,1.5149489908111936e-07,3.450479551803389,6.900959103606778
433.0,338.78918843593556,342.13058520986465,0.5,22.57826,janaf_interp,1.5153097945096949e-07,3.3413967739290698,6.6827935478581395
434.0,339.1780001123474,342.41115810336095,0.5,22.59148,janaf_interp,1.5156650122230193e-07,3.233157991013604,6.466315982027208
435.0,339.5648154101045,342.6905814811937,0.5,22.6047,janaf_interp,1.5160147291545285e-07,3.1257660710892474,6.251532142178495
436.0,339.9496483831636,342.96887214799534,0.5,22.61792,janaf_interp,1.5163590292475847e-07,3.019223764831716,6.038447529663432
437.0,340.3325129641071,343.24604667157394,0.5,22.631140000000002,janaf_interp,1.5166979952029546e-07,2.913533707466853,5.827067414933706
438.0,340.7134229653298,343.5221213859862,0.5,22.64436,janaf_interp,1.5170317084960062e-07,2.8086984206563805,5.617396841312761
439.0,341.0923920802151,343.79711239457924,0.5,22.65758,janaf_interp,1.5173602493937096e-07,2.7047203143641263,5.409440628728253
440.0,341.46943388429753,344.0710355730002,0.5,22.6708,janaf_interp,1.5176836969714356e-07,2.601601688702679,5.203203377405358
441.0,341.8445618364156,344.343906572175,0.5,22.68402,janaf_interp,1.518002129129559e-07,2.499344735759383,4.998689471518766
442.0,342.2177892798508,344.61574082125463,0.5,22.69724,janaf_interp,1.5183156226098618e-07,2.3979515414037773,4.795903082807555
443.0,342.58912944345695,344.88655353053065,0.5,22.71046,janaf_interp,1.5186242530117428e-07,2.2974240870737352,4.5948481741474705
444.0,342.95859544277664,345.1563596943194,0.5,22.72368,janaf_interp,1.5189280948082327e-07,2.1977642515427975,4.395528503085595
445.0,343.3262002811471,345.4251740938145,0.5,22.736900000000002,janaf_interp,1.5192272213618148e-07,2.0989738126673916,4.197947625334783
446.0,343.691956850795,345.6930112999083,0.5,22.750120000000003,janaf_interp,1.519521704940054e-07,2.0010544491132514,4.002108898226503
447.0,344.05587793391913,345.9598856759827,0.5,22.76334,janaf_interp,1.5198116167310367e-07,1.904007742063588,3.808015484127176
448.0,344.4179762037628,346.2258113806694,0.5,22.77656,janaf_interp,1.5200970268586187e-07,1.8078351769065908,3.6156703538131816
449.0,344.7782642256753,346.490802370578,0.5,22.78978,janaf_interp,1.520378004397489e-07,1.71253814490277,3.42507628980554
450.0,345.1367544581618,346.7548724029954,0.5,22.803,janaf_interp,1.5206546173880428e-07,1.6181179448335774,3.236235889667155
451.0,345.4934592539236,346.9772741967526,0.5,22.81354,janaf_interp,1.5209269328510728e-07,1.4838149428289982,2.9676298856579963
452.0,345.8483908608862,347.19876759096496,0.5,22.824080000000002,janaf_interp,1.521195016802276e-07,1.3503767300787926,2.700753460157585
453.0,346.2015614232179,347.41936609582297,0.5,22.83462,janaf_interp,1.5214589342665783e-07,1.2178046726050225,2.435609345210045
454.0,346.55298298233845,347.63908302581973,0.5,22.84516,janaf_interp,1.5217187492922777e-07,1.086100043481267,2.172200086962534
455.0,346.9026674779152,347.8579315024278,0.5,22.8557,janaf_interp,1.52197452496501e-07,0.9552640245125429,1.9105280490250858
456.0,347.25062674885123,348.07592445674476,0.5,22.86624,janaf_interp,1.5222263234215365e-07,0.8252977078935407,1.6505954157870815
457.0,347.5968725342621,348.29307463210665,0.5,22.87678,janaf_interp,1.5224742058633544e-07,0.6962020978445423,1.3924041956890847
458.0,347.94141647444263,348.50939458667057,0.5,22.88732,janaf_interp,1.5227182325701332e-07,0.5679781122279405,1.135956224455881
459.0,348.284270111824,348.7248966959665,0.5,22.89786,janaf_interp,1.5229584629129818e-07,0.44062658414252465,0.8812531682850493
460.0,348.6254448919208,348.9395931554169,0.5,22.9084,janaf_interp,1.523194955367537e-07,0.3141482634961245,0.628296526992249
461.0,348.96495216426797,349.1534959828274,0.5,22.91894,janaf_interp,1.52342776752689e-07,0.18854381855940713,0.37708763711881427
462.0,349.30280318334866,349.3666170208459,0.5,22.92948,janaf_interp,1.5236569561143378e-07,0.06381383749722806,0.12762767499445613
463.0,349.639009109512,349.5789679393921,0.5,22.94002,janaf_interp,1.5238825769959753e-07,-0.06004117011992325,-0.1200823402398465
464.0,349.9735810098815,349.7905602380569,0.5,22.95056,janaf_interp,1.5241046851931148e-07,-0.1830207718245949,-0.3660415436491898
465.0,350.3065298592541,350.0014052484721,0.5,22.961100000000002,janaf_interp,1.524323334894548e-07,-0.30512461078200787,-0.6102492215640157
466.0,350.6378665409895,350.2115141366508,0.5,22.97164,janaf_interp,1.524538579468644e-07,-0.4263524043387077,-0.8527048086774154
467.0,350.96760184789105,350.4208979052989,0.5,22.98218,janaf_interp,1.524750471475286e-07,-0.5467039425921373,-1.0934078851842746
468.0,351.2957464830768,350.62956739609706,0.5,22.99272,janaf_interp,1.5249590626776524e-07,-0.6661790869797344,-1.3323581739594688
469.0,351.62231106084147,350.83753329195497,0.5,23.00326,janaf_interp,1.5251644040538382e-07,-0.7847777688865364,-1.5695555377730728
470.0,351.9473061075099,351.0448061192357,0.5,23.0138,janaf_interp,1.5253665458083225e-07,-0.9024999882741724,-1.8049999765483449
471.0,352.2707420622818,351.251396249954,0.5,23.02434,janaf_interp,1.525565537383282e-07,-1.0193458123278138,-2.0386916246556277
472.0,352.5926292780664,351.4573139039446,0.5,23.03488,janaf_interp,1.525761427469753e-07,-1.1353153741218,-2.2706307482436
473.0,352.9129780223104,351.6625691510048,0.5,23.04542,janaf_interp,1.5259542640186415e-07,-1.2504088713056363,-2.5008177426112725
474.0,353.2317984778156,351.86717191300806,0.5,23.05596,janaf_interp,1.5261440942515865e-07,-1.3646265648074831,-2.7292531296149662
475.0,353.54910074354865,352.0711319659917,0.5,23.066499999999998,janaf_interp,1.5263309646716743e-07,-1.4779687775569579,-2.9559375551139158
476.0,353.8648948354429,352.2744589422172,0.5,23.07704,janaf_interp,1.5265149210740078e-07,-1.5904358932256806,-3.180871786451361
477.0,354.1791906871908,352.4771623322038,0.5,23.08758,janaf_interp,1.5266960085561321e-07,-1.7020283549869646,-3.404056709973929
478.0,354.4919981510292,352.6792514867365,0.5,23.098119999999998,janaf_interp,1.5268742715283173e-07,-1.8127466642926577,-3.6254933285853155
479.0,354.80332699851544,352.8807356188472,0.5,23.10866,janaf_interp,1.5270497537237004e-07,-1.9225913796681966,-3.845182759336393
480.0,355.11318692129635,353.0816238057705,0.5,23.1192,janaf_interp,1.527222498208288e-07,-2.0315631155258274,-4.063126231051655
481.0,355.42158753186794,353.2819249908741,0.5,23.129739999999998,janaf_interp,1.5273925473908227e-07,-2.1396625409938808,-4.2793250819877615
482.0,355.728538364329,353.48164798556326,0.5,23.14028,janaf_interp,1.5275599430325098e-07,-2.2468903787657375,-4.493780757531475
483.0,356.0340488751248,353.68080147116126,0.5,23.15082,janaf_interp,1.5277247262566131e-07,-2.353247403963577,-4.706494807927154
484.0,356.33812844378497,353.8793940007645,0.5,23.16136,janaf_interp,1.5278869375579175e-07,-2.4587344430205054,-4.917468886041011
485.0,356.6407863736519,354.07743400107296,0.5,23.1719,janaf_interp,1.5280466168120567e-07,-2.5633523725789464,-5.126704745157893
486.0,356.94203189260344,354.27492977419695,0.5,23.18244,janaf_interp,1.5282038032847145e-07,-2.6671021184064823,-5.3342042368129645
487.0,357.24187415376605,354.4718894994398,0.5,23.19298,janaf_interp,1.5283585356406974e-07,-2.769984654326262,-5.539969308652524
488.0,357.5403222362225,354.66832123505645,0.5,23.203519999999997,janaf_interp,1.5285108519528783e-07,-2.872001001166046,-5.744002002332092
489.0,357.83738514571036,354.86423291998926,0.5,23.21406,janaf_interp,1.5286607897110168e-07,-2.973152225721098,-5.946304451442196
490.0,358.1330718153151,355.0596323755797,0.5,23.2246,janaf_interp,1.5288083858304547e-07,-3.0734394397353335,-6.146878879470667
491.0,358.4273911061541,355.25452730725857,0.5,23.235139999999998,janaf_interp,1.52895367666069e-07,-3.17286379889555,-6.3457275977911
492.0,358.72035180805506,355.4489253062119,0.5,23.24568,janaf_interp,1.529096697993829e-07,-3.2714265018431536,-6.542853003686307
493.0,359.01196264022656,355.6428338510255,0.5,23.25622,janaf_interp,1.5292374850729204e-07,-3.369128789201044,-6.738257578402088
494.0,359.3022322519217,355.8362603093073,0.5,23.266759999999998,janaf_interp,1.52937607260017e-07,-3.4659719426143925,-6.931943885228785
495.0,359.5911692230952,356.02921193928717,0.5,23.277299999999997,janaf_interp,1.52951249474504e-07,-3.5619572838080633,-7.123914567616127
496.0,359.87878206505326,356.2216958913958,0.5,23.28784,janaf_interp,1.5296467851522332e-07,-3.6570861736574627,-7.314172347314925
497.0,360.16507922109696,356.4137192098215,0.5,23.298379999999998,janaf_interp,1.5297789769495629e-07,-3.751360011275433,-7.502720022550866
498.0,360.4500690671592,356.60528883404675,0.5,23.308919999999997,janaf_interp,1.5299091027557123e-07,-3.844780233112455,-7.68956046622491
499.0,360.73375991243375,356.7964116003625,0.5,23.31946,janaf_interp,1.5300371946878808e-07,-3.937348312071283,-7.874696624142566
500.0,361.01616000000007,356.98709424336323,0.5,23.33,janaf_interp,1.530163284369324e-07,-4.0290657566368315,-8.058131513273663
501.0,361.29727750743905,357.1421467871529,0.5,23.33824,janaf_interp,1.5302874029367807e-07,-4.1551307202861665,-8.310261440572333
502.0,361.5771205474447,357.29676675740876,0.5,23.34648,janaf_interp,1.5304095810478015e-07,-4.280353790035902,-8.560707580071805
503.0,361.8556971684276,357.4509607242068,0.5,23.354719999999997,janaf_interp,1.530529848887963e-07,-4.404736444220731,-8.809472888441462
504.0,362.1330153551133,357.6047351589682,0.5,23.362959999999998,janaf_interp,1.5306482361779854e-07,-4.528280196145099,-9.056560392290198
505.0,362.40908302913425,357.7580964359055,0.5,23.371199999999998,janaf_interp,1.530764772180742e-07,-4.650986593228765,-9.30197318645753
506.0,362.68390804961535,357.91105083345076,0.5,23.37944,janaf_interp,1.5308794857081727e-07,-4.772857216164594,-9.545714432329188
507.0,362.9574982137536,358.0636045356623,0.5,23.38768,janaf_interp,1.5309924051280945e-07,-4.893893678091256,-9.787787356182513
508.0,363.2298612573918,358.2157636336121,0.5,23.395919999999997,janaf_interp,1.531103558370913e-07,-5.014097623779745,-10.02819524755949
509.0,363.5010048555864,358.36753412675404,0.5,23.404159999999997,janaf_interp,1.531212972936239e-07,-5.133470728832371,-10.266941457664743
510.0,363.77093662316906,358.51892192427266,0.5,23.412399999999998,janaf_interp,1.5313206758994066e-07,-5.252014698896427,-10.504029397792854
511.0,364.0396641153031,358.66993284641285,0.5,23.42064,janaf_interp,1.5314266939178982e-07,-5.3697312688902485,-10.739462537780497
512.0,364.30719482803346,358.82057262579127,0.5,23.42888,janaf_interp,1.5315310532376763e-07,-5.486622202242199,-10.973244404484397
513.0,364.5735361988317,358.97084690868894,0.5,23.43712,janaf_interp,1.531633779699421e-07,-5.602689290142697,-11.205378580285394
514.0,364.83869560713475,359.12076125632547,0.5,23.445359999999997,janaf_interp,1.531734898744679e-07,-5.717934350809291,-11.435868701618581
515.0,365.1026803748787,359.2703211461157,0.5,23.453599999999998,janaf_interp,1.531834435421921e-07,-5.83235922876299,-11.66471845752598
516.0,365.3654977670264,359.4195319729077,0.5,23.46184,janaf_interp,1.5319324143925103e-07,-5.94596579411867,-11.89193158823734
517.0,365.6271549920904,359.5683990502048,0.5,23.47008,janaf_interp,1.5320288599365864e-07,-6.0587559418856705,-12.117511883771341
518.0,365.8876592026501,359.71692761136825,0.5,23.47832,janaf_interp,1.5321237959588602e-07,-6.170731591281833,-12.341463182563666
519.0,366.14701749586345,359.8651228108043,0.5,23.486559999999997,janaf_interp,1.5322172459943232e-07,-6.281894685059172,-12.563789370118345
520.0,366.4052369139736,360.01298972513393,0.5,23.494799999999998,janaf_interp,1.532309233213877e-07,-6.392247188839718,-12.784494377679437
521.0,366.6623244448105,360.1605333543455,0.5,23.50304,janaf_interp,1.532399780429874e-07,-6.5017910904650424,-13.003582180930085
522.0,366.91828702228696,360.3077586229316,0.5,23.51128,janaf_interp,1.5324889101015836e-07,-6.610528399355386,-13.221056798710771
523.0,367.1731315268902,360.45467038100924,0.5,23.51952,janaf_interp,1.53257664434057e-07,-6.71846114588091,-13.43692229176182
524.0,367.42686478616747,360.60127340542425,0.5,23.527759999999997,janaf_interp,1.5326630049159984e-07,-6.825591380743235,-13.65118276148647
525.0,367.6794935752079,360.7475724008395,0.5,23.535999999999998,janaf_interp,1.5327480132598552e-07,-6.931921174368458,-13.863842348736917
526.0,367.93102461711817,360.8935720008078,0.5,23.54424,janaf_interp,1.5328316904720977e-07,-7.037452616310373,-14.074905232620747
527.0,368.18146458349435,361.0392767688296,0.5,23.55248,janaf_interp,1.5329140573257239e-07,-7.142187814664704,-14.284375629329409
528.0,368.4308200948883,361.1846911993951,0.5,23.56072,janaf_interp,1.5329951342717672e-07,-7.246128895493214,-14.492257790986429
529.0,368.6790977212695,361.3298197190113,0.5,23.568959999999997,janaf_interp,1.5330749414442187e-07,-7.349278002258219,-14.698556004516439
530.0,368.92630398248224,361.47466668721484,0.5,23.577199999999998,janaf_interp,1.5331534986648748e-07,-7.451637295267402,-14.903274590534805
531.0,369.172445348698,361.61923639756947,0.5,23.58544,janaf_interp,1.5332308254481134e-07,-7.5532089511284966,-15.106417902256993
532.0,369.41752824086336,361.76353307864997,0.5,23.59368,janaf_interp,1.5333069410055998e-07,-7.6539951622134055,-15.307990324426811
533.0,369.66155903114344,361.9075608950109,0.5,23.60192,janaf_interp,1.5333818642509207e-07,-7.753998136132538,-15.507996272265077
534.0,369.9045440433604,362.0513239481422,0.5,23.61016,janaf_interp,1.5334556138041515e-07,-7.853220095218159,-15.706440190436318
535.0,370.1464895534279,362.19482627741047,0.5,23.618399999999998,janaf_interp,1.5335282079963525e-07,-7.951663276017397,-15.903326552034795
536.0,370.38740178978134,362.338071860987,0.5,23.62664,janaf_interp,1.5335996648740025e-07,-8.049329928794318,-16.098659857588636
537.0,370.62728693380285,362.4810646167613,0.5,23.63488,janaf_interp,1.5336700022033593e-07,-8.146222317041568,-16.292444634083136
538.0,370.86615112024293,362.62380840324323,0.5,23.64312,janaf_interp,1.5337392374747634e-07,-8.242342716999676,-16.484685433999353
539.0,371.1040004376374,362.76630702045003,0.5,23.65136,janaf_interp,1.5338073879068688e-07,-8.337693417187388,-16.675386834374777
540.0,371.34084092872024,362.9085642107817,0.5,23.659599999999998,janaf_interp,1.5338744704508182e-07,-8.432276717938494,-16.86455343587699
541.0,371.5766785908319,363.0505836598838,0.5,23.667839999999998,janaf_interp,1.5339405017943496e-07,-8.526094930948123,-17.052189861896245
542.0,371.81151937632393,363.192368997496,0.5,23.67608,janaf_interp,1.5340054983658444e-07,-8.619150378827925,-17.23830075765585
543.0,372.04536919295964,363.3339237982907,0.5,23.68432,janaf_interp,1.5340694763383146e-07,-8.711445394668955,-17.42289078933791
544.0,372.27823390431007,363.4752515826971,0.5,23.69256,janaf_interp,1.5341324516333277e-07,-8.802982321612905,-17.60596464322581
545.0,372.5101193301463,363.6163558177151,0.5,23.700799999999997,janaf_interp,1.5341944399248767e-07,-8.893763512431219,-17.787527024862438
546.0,372.7410312468284,363.75723991771605,0.5,23.709039999999998,janaf_interp,1.534255456643188e-07,-8.983791329112329,-17.967582658224657
547.0,372.9709753876894,363.8979072452322,0.5,23.71728,janaf_interp,1.534315516978474e-07,-9.073068142457194,-18.146136284914387
548.0,373.199957443416,364.0383611117347,0.5,23.72552,janaf_interp,1.5343746358846284e-07,-9.161596331681372,-18.323192663362743
549.0,373.42798306242577,364.17860477840014,0.5,23.73376,janaf_interp,1.5344328280828664e-07,-9.249378284025632,-18.498756568051263
550.0,373.65505785123975,364.31864145686575,0.5,23.741999999999997,janaf_interp,1.5344901080653095e-07,-9.336416394373991,-18.672832788747982
551.0,373.8811873748518,364.4584743099737,0.5,23.750239999999998,janaf_interp,1.534546490098516e-07,-9.422713064878048,-18.845426129756095
552.0,374.1063771570947,364.5981064525045,0.5,23.75848,janaf_interp,1.5346019882269595e-07,-9.50827070459022,-19.01654140918044
553.0,374.33063268100125,364.7375409518987,0.5,23.76672,janaf_interp,1.534656616276452e-07,-9.59309172910253,-19.18618345820506
554.0,374.5539593891634,364.8767808289699,0.5,23.77496,janaf_interp,1.5347103878575185e-07,-9.677178560193518,-19.354357120387036
555.0,374.7763626840866,365.0158290586053,0.5,23.7832,janaf_interp,1.5347633163687195e-07,-9.760533625481335,-19.52106725096267
556.0,374.9978479285409,365.15468857045687,0.5,23.791439999999998,janaf_interp,1.5348154149999198e-07,-9.843159358084005,-19.68631871616801
557.0,375.218420445909,365.29336224962276,0.5,23.79968,janaf_interp,1.534866696735514e-07,-9.925058196286198,-19.850116392572396
558.0,375.4380855205301,365.4318529373175,0.5,23.80792,janaf_interp,1.5349171743575985e-07,-10.006232583212572,-20.012465166425145
559.0,375.6568483980413,365.57016343153333,0.5,23.81616,janaf_interp,1.5349668604490957e-07,-10.086684966507935,-20.17336993301587
560.0,375.8747142857143,365.708296487691,0.5,23.8244,janaf_interp,1.5350157673968324e-07,-10.16641779802333,-20.33283559604666
561.0,376.0916883527901,365.84625481928174,0.5,23.832639999999998,janaf_interp,1.535063907394572e-07,-10.245433533508361,-20.490867067016723
562.0,376.3077757308092,365.98404109849906,0.5,23.84088,janaf_interp,1.5351112924459966e-07,-10.323734632310142,-20.647469264620284
563.0,376.5229815139399,366.12165795686195,0.5,23.84912,janaf_interp,1.5351579343676494e-07,-10.401323557077953,-20.802647114155906
564.0,376.7373107593016,366.2591079858274,0.5,23.85736,janaf_interp,1.5352038447918272e-07,-10.478202773474132,-20.956405546948265
565.0,376.9507684872863,366.39639373739607,0.5,23.8656,janaf_interp,1.5352490351694324e-07,-10.554374749890247,-21.108749499780494
566.0,377.16335968187684,366.53351772470654,0.5,23.873839999999998,janaf_interp,1.5352935167727796e-07,-10.629841957170322,-21.259683914340645
567.0,377.37508929096094,366.670482422623,0.5,23.88208,janaf_interp,1.5353373006983607e-07,-10.704606868337923,-21.409213736675845
568.0,377.58596222664295,366.80729026831267,0.5,23.89032,janaf_interp,1.5353803978695668e-07,-10.778671958330273,-21.557343916660546
569.0,377.7959833655529,366.94394366181496,0.5,23.89856,janaf_interp,1.5354228190393688e-07,-10.852039703737923,-21.704079407475845
570.0,378.0051575491514,367.08044496660295,0.5,23.9068,janaf_interp,1.5354645747929582e-07,-10.924712582548475,-21.84942516509695
571.0,378.21348958403274,367.2167965101354,0.5,23.915039999999998,janaf_interp,1.5355056755503458e-07,-10.996693073897388,-21.993386147794777
572.0,378.42098424222365,367.35300058440157,0.5,23.92328,janaf_interp,1.535546131568922e-07,-11.067983657822086,-22.135967315644173
573.0,378.6276462614807,367.48905944645725,0.5,23.93152,janaf_interp,1.5355859529459779e-07,-11.138586815023473,-22.277173630046946
574.0,378.8334803455835,367.624975318953,0.5,23.93976,janaf_interp,1.5356251496211867e-07,-11.208505026630498,-22.417010053260995
575.0,379.0384911646256,367.7607503906546,0.5,23.948,janaf_interp,1.535663731379049e-07,-11.277740773970995,-22.55548154794199
576.0,379.2426833553027,367.89638681695584,0.5,23.95624,janaf_interp,1.5357017078512982e-07,-11.34629653834684,-22.69259307669368
577.0,379.4460615211971,368.0318867203834,0.5,23.96448,janaf_interp,1.5357390885192727e-07,-11.414174800813758,-22.828349601627515
578.0,379.64863023306117,368.16725219109435,0.5,23.97272,janaf_interp,1.5357758827162474e-07,-11.481378041966815,-22.96275608393363
579.0,379.8503940290958,368.3024852873666,0.5,23.98096,janaf_interp,1.5358120996297338e-07,-11.547908741729168,-23.095817483458337
580.0,380.0513574152282,368.4375880360809,0.5,23.9892,janaf_interp,1.5358477483037404e-07,-11.613769379147339,-23.227538758294678
581.0,380.25152486538536,368.5725624331971,0.5,23.99744,janaf_interp,1.535882837641003e-07,-11.678962432188262,-23.357924864376525
582.0,380.4509008217661,368.70741044422226,0.5,24.005679999999998,janaf_interp,1.535917376405177e-07,-11.743490377543834,-23.486980755087668
583.0,380.6494896951097,368.84213400467223,0.5,24.01392,janaf_interp,1.5359513732229984e-07,-11.807355690437493,-23.614711380874986
584.0,380.8472958649622,368.976735020526,0.5,24.02216,janaf_interp,1.5359848365864104e-07,-11.870560844436136,-23.741121688872273
585.0,381.04432367994013,369.11121536867387,0.5,24.0304,janaf_interp,1.5360177748546586e-07,-11.933108311266263,-23.866216622532527
586.0,381.2405774579917,369.24557689735803,0.5,24.03864,janaf_interp,1.5360501962563523e-07,-11.995000560633702,-23.990001121267404
587.0,381.43606148665503,369.37982142660724,0.5,24.046879999999998,janaf_interp,1.5360821088914957e-07,-12.05624006004779,-24.11248012009558
588.0,381.63078002331486,369.5139507486649,0.5,24.05512,janaf_interp,1.536113520733486e-07,-12.116829274649984,-24.233658549299967
589.0,381.8247372954556,369.64796662841024,0.5,24.06336,janaf_interp,1.5361444396310834e-07,-12.176770667045304,-24.353541334090608
590.0,382.01793750091304,369.78187080377404,0.5,24.0716,janaf_interp,1.5361748733103494e-07,-12.236066697139021,-24.472133394278043
591.0,382.21038480812246,369.9156649861472,0.5,24.07984,janaf_interp,1.5362048293765538e-07,-12.294719821975256,-24.589439643950513
592.0,382.40208335636584,370.0493508607835,0.5,24.08808,janaf_interp,1.5362343153160545e-07,-12.352732495582393,-24.705464991164785
593.0,382.5930372560151,370.18293008719706,0.5,24.09632,janaf_interp,1.5362633384981486e-07,-12.410107168818035,-24.82021433763607
594.0,382.78325058877425,370.31640429955263,0.5,24.10456,janaf_interp,1.536291906176892e-07,-12.466846289221621,-24.933692578443242
595.0,382.9727274079182,370.44977510705087,0.5,24.1128,janaf_interp,1.5363200254928953e-07,-12.522952300867418,-25.045904601734836
596.0,383.16147173853045,370.5830440943072,0.5,24.12104,janaf_interp,1.536347703475087e-07,-12.57842764422332,-25.15685528844664
597.0,383.34948757773736,370.71621282172583,0.5,24.12928,janaf_interp,1.5363749470424554e-07,-12.633274756011563,-25.266549512023126
598.0,383.53677889494105,370.84928282586725,0.5,24.13752,janaf_interp,1.5364017630057575e-07,-12.68749606907378,-25.37499213814756
599.0,383.7233496320492,370.98225561981104,0.5,24.14576,janaf_interp,1.5364281580692058e-07,-12.741094012238113,-25.482188024476226
600.0,383.9092037037037,371.11513269351207,0.5,24.154,janaf_interp,1.5364541388321275e-07,-12.794071010191644,-25.588142020383287
