T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,Cv_debye_J_per_molK,A_eff_alpha_over_Cv_mol_per_J,residual_1e-8_per_K,rel_residual
406.0,327.4817496462524,319.6730168021925,22.243734717965907,1.4722426507889914e-07,-7.8087328440599775,-0.02384478784694113
407.0,327.9302540983353,319.84845821998425,22.25594241818078,1.4734503169385025e-07,-8.081795878351041,-0.02464486206242984
408.0,328.37633215354583,320.022747391749,22.268069941922793,1.4746510721853397e-07,-8.353584761796796,-0.02543905861610859
409.0,328.8200016379625,320.19589405124225,22.280117966493638,1.475844975921871e-07,-8.624107586720264,-0.026227442198651838
410.0,329.26128021938166,320.36790783368906,22.29208716233899,1.4770320868637499e-07,-8.893372385692603,-0.02701007655612311
411.0,329.70018540886053,320.53879827691907,22.30397819312748,1.478212463059397e-07,-9.161387131941456,-0.027787024507069776
412.0,330.1367345622466,320.70857482248664,22.31579171582863,1.4793861618993334e-07,-9.428159739759995,-0.028558347959252425
413.0,330.5709448816926,320.8772468167787,22.327528380789957,1.4805532401253492e-07,-9.693698064913871,-0.02932410792601004
414.0,331.00283341715766,321.04482351210584,22.339188831812873,1.4817137538395394e-07,-9.958009905051851,-0.03008436454228755
415.0,331.4324170678942,321.2113140677835,22.350773706227944,1.482867758513174e-07,-10.22110300011071,-0.030839177080306267
416.0,331.8597125839213,321.37672755119667,22.362283634968954,1.4840153089954404e-07,-10.482985032724642,-0.03158860396491691
417.0,332.28473656748395,321.5410729388524,22.37371924264615,1.4851564595220356e-07,-10.74366362863157,-0.03233270278862066
418.0,332.70750547449876,321.7043591174207,22.385081147618667,1.4862912637236175e-07,-11.003146357078046,-0.03307153032627155
419.0,333.1280356159856,321.86659488475925,22.396369962065826,1.4874197746341304e-07,-11.261440731226362,-0.03380514254947915
420.0,333.54634315948607,322.02778895092706,22.407586292057687,1.4885420446989898e-07,-11.518554208559017,-0.03453359464070452
421.0,333.96244413046793,322.1879499391869,22.418730737624777,1.4896581257831309e-07,-11.774494191281017,-0.03525694100705862
422.0,334.3763544137167,322.3470863869924,22.429803892826786,1.4907680691789405e-07,-12.029268026724276,-0.0359752352938232
423.0,334.788089754713,322.50520674696645,22.440806345820647,1.4918719256140436e-07,-12.282883007746506,-0.036688530397678505
424.0,335.1976657609973,322.6623193878627,22.451738678927438,1.492969745258991e-07,-12.535346373134642,-0.037396878479674725
425.0,335.60509790352125,322.8184325955195,22.462601468698768,1.4940615777348004e-07,-12.786665308001764,-0.03810033097792107
426.0,336.01040151798554,322.973554573799,22.473395285982104,1.4951474721203957e-07,-13.036846944186566,-0.03879893862002586
427.0,336.41359180616485,323.1276934455177,22.484120695985535,1.496227476959908e-07,-13.285898360647135,-0.03949275143526965
428.0,336.8146838372204,323.2808572533615,22.494778258341444,1.497301640269887e-07,-13.533826583858888,-0.04018181876654662
429.0,337.21369254899867,323.43305396079273,22.50536852716962,1.4983700095463768e-07,-13.78063858820594,-0.04086618928204865
430.0,337.6106327493177,323.58429145294315,22.51589205113938,1.499432631771893e-07,-14.02634129637452,-0.04154591098672341
431.0,338.0055191172411,323.73457753749966,22.526349373531236,1.5004895534222785e-07,-14.270941579741406,-0.042221031233491094
432.0,338.3983662043388,323.8839199455754,22.536741032297464,1.5015408204734625e-07,-14.514446258763359,-0.04289159673424351
433.0,338.78918843593556,324.03232633257,22.54706756012199,1.5025864784081153e-07,-14.756862103365608,-0.0435576535706248
434.0,339.1780001123474,324.17980427902467,22.557329484479897,1.5036265722221762e-07,-14.998195833322724,-0.04421924720457933
435.0,339.5648154101045,324.32636129145715,22.567527327695498,1.5046611464313198e-07,-15.238454118647319,-0.044876422488717795
436.0,339.9496483831636,324.4720048031974,22.577661607000493,1.5056902450772752e-07,-15.477643579966173,-0.045529223676445844
437.0,340.3325129641071,324.61674217520266,22.58773283459069,1.5067139117340914e-07,-15.715770788904447,-0.046177694431921344
438.0,340.7134229653298,324.76058069687076,22.597741517682604,1.5077321895142642e-07,-15.952842268459055,-0.04682187783978906
439.0,341.0923920802151,324.9035275868378,22.607688158568948,1.5087451210748036e-07,-16.188864493377334,-0.047461816414744826
440.0,341.46943388429753,325.04558999376803,22.617573254673594,1.5097527486231874e-07,-16.423843890529476,-0.04809755211089987
441.0,341.8445618364156,325.18677499713573,22.627397298605988,1.510755113923225e-07,-16.657786839279883,-0.04872912633096444
442.0,342.2177892798508,325.32708960799323,22.637160778214593,1.5117522583008387e-07,-16.89069967185759,-0.04935657993525611
443.0,342.58912944345695,325.46654076973437,22.646864176639994,1.512744222649748e-07,-17.122588673722554,-0.04997995325052651
444.0,342.95859544277664,325.6051353588445,22.65650797236711,1.513731047437073e-07,-17.35346008393214,-0.05059928607862404
445.0,343.3262002811471,325.74288018564346,22.666092639276872,1.5147127727088494e-07,-17.583320095503666,-0.05121461770498384
446.0,343.691956850795,325.879781995019,22.675618646697274,1.515689438095459e-07,-17.812174855775993,-0.05182598690695775
447.0,344.05587793391913,326.01584746715247,22.685086459453846,1.5166610828169727e-07,-18.040030466766677,-0.052433431961977764
448.0,344.4179762037628,326.1510832182298,22.69449653791915,1.5176277456884372e-07,-18.266892985532987,-0.05303699065558071
449.0,344.7782642256753,326.28549580115424,22.70384933806236,1.5185894651250364e-07,-18.492768424521028,-0.053636700289251854
450.0,345.1367544581618,326.41909170624103,22.713145311497602,1.5195462791472145e-07,-18.71766275192076,-0.054232597688142634
451.0,345.4934592539236,326.5518773619063,22.722384905531893,1.5204982253857135e-07,-18.94158189201732,-0.054824719208637844
452.0,345.8483908608862,326.6838591353502,22.73156856321267,1.5214453410865158e-07,-19.164531725535962,-0.055413100745767795
453.0,346.2015614232179,326.8150433332277,22.74069672337447,1.5223876631157386e-07,-19.386518089990247,-0.05599777774049662
454.0,346.55298298233845,326.9454362023167,22.74976982068542,1.5233252279644264e-07,-19.607546780021718,-0.0565787851868555
455.0,346.9026674779152,327.07504393016836,22.758788285692475,1.524258071753314e-07,-19.82762354774684,-0.057156157638969786
456.0,347.25062674885123,327.2038726457623,22.767752544867033,1.5251862302374617e-07,-20.046754103088908,-0.05772992921791818
457.0,347.5968725342621,327.33192842014273,22.77666302064918,1.526109738810874e-07,-20.264944114119366,-0.058300133618497625
458.0,347.94141647444263,327.4592172670528,22.785520131491833,1.527028632511019e-07,-20.482199207389883,-0.05886680411584277
459.0,348.284270111824,327.58574514355877,22.794324291904186,1.5279429460232933e-07,-20.69852496826523,-0.059429973571931714
460.0,348.6254448919208,327.7115179506696,22.80307591249479,1.5288527136854103e-07,-20.91392694125117,-0.059989674441963944
461.0,348.96495216426797,327.8365415339454,22.811775400013932,1.529757969491734e-07,-21.128410630322566,-0.06054593878062805
462.0,349.30280318334866,327.96082168410004,22.820423157395528,1.5306587470975463e-07,-21.341981499248632,-0.061098798248252956
463.0,349.639009109512,328.08436413759637,22.829019583798573,1.531555079823252e-07,-21.55464497191565,-0.06164828411684585
464.0,349.9735810098815,328.2071745772354,22.837565074648108,1.532447000658515e-07,-21.766406432646146,-0.062194427276016505
465.0,350.3065298592541,328.3292586327352,22.846060021675534,1.53333454226635e-07,-21.977271226518877,-0.0627372582388027
466.0,350.6378665409895,328.45062188130976,22.85450481295885,1.534217736987119e-07,-22.187244659679713,-0.06327680714737074
467.0,350.96760184789105,328.5712698482289,22.862899832961656,1.5350966168425308e-07,-22.39633199966214,-0.06381310377864646
468.0,351.2957464830768,328.691208007385,22.871245462572553,1.5359712135395147e-07,-22.60453847569183,-0.06434617754980637
469.0,351.62231106084147,328.8104417818419,22.87954207914336,1.5368415584740876e-07,-22.811869278999588,-0.06487605752370029
470.0,351.9473061075099,328.9289765443857,22.88779005652743,1.5377076827351323e-07,-23.018329563124198,-0.06540277241415439
471.0,352.2707420622818,329.0468176180608,22.895989765116944,1.5385696171081535e-07,-23.223924444220977,-0.06592635059120229
472.0,352.5926292780664,329.16397027670865,22.904141571880416,1.5394273920789373e-07,-23.428659001357737,-0.06644682008619389
473.0,352.9129780223104,329.2804397454902,22.912245840399024,1.5402810378372074e-07,-23.63253827682027,-0.0669642085968464
474.0,353.2317984778156,329.3962312014098,22.92030293090309,1.5411305842801866e-07,-23.835567276405744,-0.06747854349217859
475.0,353.54910074354865,329.51134977382986,22.928313200307866,1.5419760610161303e-07,-24.037750969718804,-0.06798985181737145
476.0,353.8648948354429,329.62580054497954,22.936277002248943,1.542817497367798e-07,-24.23909429046337,-0.06849816029853774
477.0,354.1791906871908,329.73958855045515,22.944194687117083,1.5436549223758923e-07,-24.43960213673561,-0.06900349534741734
478.0,354.4919981510292,329.85271877972065,22.952066602093005,1.5444883648024224e-07,-24.639279371308515,-0.0695058830659729
479.0,354.80332699851544,329.96519617659374,22.959893091181264,1.5453178531340503e-07,-24.838130821921677,-0.07000534925092629
480.0,355.11318692129635,330.07702563973635,22.967674495244328,1.5461434155853517e-07,-25.03616128155998,-0.07050191939819103
481.0,355.42158753186794,330.18821202312677,22.975411152035466,1.546965080102081e-07,-25.23337550874115,-0.07099561870725893
482.0,355.728538364329,330.29876013654075,22.98310339623221,1.5477828743643306e-07,-25.429778227788233,-0.07148647208547446
483.0,356.0340488751248,330.4086747460118,22.990751559468382,1.5485968257897067e-07,-25.62537412911301,-0.07197450415227236
484.0,356.33812844378497,330.5179605742977,22.998355970366564,1.5494069615364137e-07,-25.820167869487264,-0.07245973924331421
485.0,356.6407863736519,330.62662230133816,23.00591695456993,1.550213308506307e-07,-26.014164072313715,-0.07294220141455925
486.0,356.94203189260344,330.73466456470203,23.013434834773378,1.5510158933479274e-07,-26.2073673279014,-0.07342191444628372
487.0,357.24187415376605,330.8420919600358,23.020909930754737,1.5518147424594607e-07,-26.399782193730246,-0.07389890184700774
488.0,357.5403222362225,330.9489090415061,23.02834255940554,1.552609881991664e-07,-26.591413194716367,-0.07437318685736304
489.0,357.83738514571036,331.05512032223027,23.035733034761005,1.5534013378507748e-07,-26.78226482348007,-0.07484479245390867
490.0,358.1330718153151,331.160730274712,23.04308166803034,1.554189135701342e-07,-26.97234154060308,-0.07531374135285777
491.0,358.4273911061541,331.26574333126234,23.05038876762603,1.5549733009690524e-07,-27.161647774891776,-0.07578005601376434
492.0,358.72035180805506,331.37016388442254,23.057654639193274,1.555753858843493e-07,-27.35018792363253,-0.07624375864313139
493.0,359.01196264022656,331.4739962873799,23.064879585638916,1.5565308342808834e-07,-27.537966352846635,-0.07670487119796343
494.0,359.3022322519217,331.5772448543744,23.07206390715973,1.557304252006787e-07,-27.72498739754728,-0.0771634153892708
495.0,359.5911692230952,331.67991386110964,23.07920790127103,1.5580741365187479e-07,-27.911255361985585,-0.0776194126854908
496.0,359.87878206505326,331.78200754514944,23.086311862834247,1.5588405120889322e-07,-28.096774519903846,-0.07807288431587765
497.0,360.16507922109696,331.8835301063163,23.09337608408468,1.559603402766704e-07,-28.281549114780645,-0.07852385127381897
498.0,360.4500690671592,331.9844857070823,23.100400854658673,1.5603628323811835e-07,-28.465583360076888,-0.07897233432010571
499.0,360.73375991243375,332.0848784729561,23.10738646162056,1.5611188245437554e-07,-28.648881439477623,-0.079418353986142
500.0,361.01616000000007,332.1847124928663,23.11433318948932,1.561871402650557e-07,-28.83144750713375,-0.07986193057710697
501.0,361.29727750743905,332.28399181953677,23.12124132026472,1.5626205898849314e-07,-29.0132856879023,-0.08030308417506667
502.0,361.5771205474447,332.38272046986475,23.128111133453604,1.563366409219827e-07,-29.19440007757992,-0.08074183464202114
503.0,361.8556971684276,332.48090242528485,23.134942906095233,1.5641088834202028e-07,-29.37479474314271,-0.08117820162292502
504.0,362.1330153551133,332.5785416321397,23.141736912787064,1.5648480350453522e-07,-29.554473722973558,-0.08161220454862968
505.0,362.40908302913425,332.67564200203424,23.14849342570941,1.5655838864512533e-07,-29.733441027100035,-0.0820438626388118
506.0,362.68390804961535,332.77220741220026,23.155212714650816,1.566316459792819e-07,-29.911700637415127,-0.08247319490481278
507.0,362.9574982137536,332.8682417058404,23.16189504703197,1.5670457770261936e-07,-30.08925650791319,-0.08290022015247904
508.0,363.2298612573918,332.9637486924824,23.168540687930378,1.5677718599109524e-07,-30.266112564909402,-0.08332495698491661
509.0,363.5010048555864,333.0587321483225,23.175149900104234,1.568494730012303e-07,-30.442272707263896,-0.08374742380521936
510.0,363.77093662316906,333.1531958165628,23.181722944015924,1.569214408703267e-07,-30.617740806606257,-0.0841676388191595
511.0,364.0396641153031,333.2471434077517,23.18826007785569,1.5699309171668013e-07,-30.79252070755135,-0.08458562003781646
512.0,364.30719482803346,333.340578600113,23.194761557564544,1.570644276397924e-07,-30.96661622792041,-0.08500138528018314
513.0,364.5735361988317,333.43350503987836,23.201227636857386,1.5713545072057802e-07,-31.14003115895329,-0.08541495217571166
514.0,364.83869560713475,333.52592634160817,23.207658567245357,1.5720616302157165e-07,-31.312769265526562,-0.08582633816683949
515.0,365.1026803748787,333.6178460885158,23.21405459805837,1.5727656658712946e-07,-31.48483428636282,-0.08623556051145652
516.0,365.3654977670264,333.7092678327847,23.220415976467198,1.573466634436296e-07,-31.656229934241708,-0.08664263628534284
517.0,365.6271549920904,333.80019509588095,23.22674294750522,1.5741645559967005e-07,-31.826959896209477,-0.08704758238456874
518.0,365.8876592026501,333.89063136886455,23.23303575409006,1.5748594504626345e-07,-31.99702783378555,-0.08745041552785389
519.0,366.14701749586345,333.9805801126971,23.239294637045024,1.5755513375702896e-07,-32.16643738316636,-0.08785115225888672
520.0,366.4052369139736,334.0700447585436,23.245519835120085,1.5762402368838263e-07,-32.33519215543006,-0.08824980894861464
521.0,366.6623244448105,334.1590287080722,23.251711585012742,1.5769261677972495e-07,-32.503295736738345,-0.08864640179749554
522.0,366.91828702228696,334.24753533375196,23.25787012138875,1.5776091495362515e-07,-32.67075168853501,-0.08904094683770983
523.0,367.1731315268902,334.33556797914645,23.263995676902518,1.5782892011600365e-07,-32.83756354774372,-0.08943345993534073
524.0,367.42686478616747,334.4231299591999,23.270088482217062,1.5789663415631363e-07,-33.00373482696756,-0.08982395679253023
525.0,367.6794935752079,334.51022456052794,23.276148766024207,1.5796405894771705e-07,-33.169269014679976,-0.09021245294958308
526.0,367.93102461711817,334.59685504169784,23.2821767550641,1.5803119634726148e-07,-33.33416957542032,-0.09059896378705498
527.0,368.18146458349435,334.6830246335103,23.288172674144807,1.5809804819605272e-07,-33.49843994998405,-0.09098350452779908
528.0,368.4308200948883,334.7687365392751,23.294136746161506,1.5816461631942626e-07,-33.662083555613236,-0.09136609023898615
529.0,368.6790977212695,334.85399393508425,23.300069192115483,1.5823090252711652e-07,-33.82510378618526,-0.0917467358340935
530.0,368.92630398248224,334.93879997008617,23.305970231133212,1.5829690861342178e-07,-33.98750401239607,-0.09212545607485312
531.0,369.172445348698,335.0231577667488,23.31184008048467,1.5836263635737099e-07,-34.14928758194918,-0.09250226557318986
532.0,369.41752824086336,335.10707042112625,23.31767895560189,1.5842808752288516e-07,-34.310457819737096,-0.09287717879311452
533.0,369.66155903114344,335.1905410031208,23.32348707009718,1.5849326385893772e-07,-34.4710180280226,-0.09325021005259154
534.0,369.9045440433604,335.27357255674,23.32926463578102,1.5855816709971352e-07,-34.63097148662037,-0.09362137352538419
535.0,370.1464895534279,335.35616810035475,23.335011862680027,1.5862279896476408e-07,-34.79032145307315,-0.09399068324286086
536.0,370.38740178978134,335.438330626949,23.340728959054324,1.5868716115916374e-07,-34.94907116283232,-0.09435815309579067
537.0,370.62728693380285,335.52006310437315,23.346416131415165,1.5875125537366018e-07,-35.107223829429714,-0.09472379683609254
538.0,370.86615112024293,335.6013684755891,23.352073584542005,1.5881508328482626e-07,-35.26478264465383,-0.09508762807857385
539.0,371.1040004376374,335.68224965891574,23.357701521499553,1.588786465552081e-07,-35.42175077872167,-0.09544966030263574
540.0,371.34084092872024,335.7627095482703,23.363300143654605,1.5894194683347215e-07,-35.57813138044991,-0.09580990685395474
541.0,371.5766785908319,335.8427510134067,23.36886965069258,1.590049857545504e-07,-35.733927577425185,-0.09616838094614173
542.0,371.81151937632393,335.9223769001543,23.374410240634184,1.5906776493978234e-07,-35.88914247616964,-0.09652509566236686
543.0,372.04536919295964,336.00159003064925,23.379922109851474,1.5913028599705765e-07,-36.04377916231041,-0.09688006395697527
544.0,372.27823390431007,336.0803932035672,23.385405453084054,1.5919255052095504e-07,-36.19784070074283,-0.09723329865706593
545.0,372.5101193301463,336.15878919435147,23.390860463454967,1.5925456009288015e-07,-36.351330135794875,-0.09758481246405445
546.0,372.7410312468284,336.2367807554376,23.396287332486313,1.5931631628120263e-07,-36.50425049139078,-0.09793461795521442
547.0,372.9709753876894,336.31437061648046,23.401686250115034,1.5937782064138904e-07,-36.65660477120893,-0.09828272758518479
548.0,373.199957443416,336.39156148457334,23.4070574047082,1.5943907471613621e-07,-36.808395958842645,-0.09862915368746653
549.0,373.42798306242577,336.46835604446517,23.412400983078076,1.5950008003550367e-07,-36.95962701796058,-0.0989739084759003
550.0,373.65505785123975,336.54475695877915,23.417717170497365,1.5956083811704167e-07,-37.11030089246055,-0.09931700404610869
551.0,373.8811873748518,336.6207668682272,23.423006150714123,1.596213504659191e-07,-37.2604205066246,-0.09965845237692435
552.0,374.1063771570947,336.6963883918185,23.428268105966275,1.5968161857505133e-07,-37.40998876527622,-0.099998265331807
553.0,374.33063268100125,336.7716241270707,23.433503216996296,1.5974164392522397e-07,-37.55900855393056,-0.10033645466022485
554.0,374.5539593891634,336.8464766502177,23.438711663065686,1.5980142798521603e-07,-37.707482738945686,-0.10067303199902214
555.0,374.7763626840866,336.9209485164124,23.443893621969057,1.5986097221192268e-07,-37.855414167674255,-0.10100800887377209
556.0,374.9978479285409,336.9950422599304,23.449049270048345,1.5992027805047458e-07,-38.00280566861046,-0.10134139670010113
557.0,375.218420445909,337.06876039437,23.454178782206675,1.5997934693435756e-07,-38.149660051538994,-0.1016732067850027
558.0,375.4380855205301,337.1421054128495,23.45928233192214,1.6003818028552987e-07,-38.29598010768057,-0.10200345032812722
559.0,375.6568483980413,337.21507978820415,23.464360091261465,1.6009677951453805e-07,-38.44176860983715,-0.10233213842305554
560.0,375.8747142857143,337.2876859731803,23.469412230893546,1.6015514602063118e-07,-38.587028312533995,-0.10265928205854989
561.0,376.0916883527901,337.3599264006244,23.47443892010258,1.602132811918755e-07,-38.731761952165684,-0.10298489211980041
562.0,376.3077757308092,337.43180348367645,23.47944032680154,1.6027118640526443e-07,-38.875972247132744,-0.10330897938963284
563.0,376.5229815139399,337.5033196159539,23.484416617544962,1.6032886302683095e-07,-39.01966189798599,-0.10363155454972242
564.0,376.7373107593016,337.57447717174,23.489367957542058,1.6038631241175533e-07,-39.16283358756158,-0.10395262818176991
565.0,376.9507684872863,337.6452785061648,23.494294510669306,1.6044353590447426e-07,-39.3054899811215,-0.10427221076867808
566.0,377.16335968187684,337.7157259553889,23.499196439483235,1.605005348387866e-07,-39.44763372648793,-0.1045903126956991
567.0,377.37508929096094,337.785821836781,23.50407390523278,1.6055731053795948e-07,-39.589267454179975,-0.10490694425157499
568.0,377.58596222664295,337.8555684490974,23.508927067871788,1.6061386431483153e-07,-39.730393777545544,-0.10522211562965282
569.0,377.7959833655529,337.92496807265655,23.513756086071133,1.6067019747191657e-07,-39.87101529289631,-0.10553583692899504
570.0,378.0051575491514,337.99402296951314,23.518561117230846,1.6072631130150492e-07,-40.01113457963831,-0.10584811815546649
571.0,378.21348958403274,338.06273538362905,23.523342317492023,1.6078220708576442e-07,-40.15075420040369,-0.10615896922281207
572.0,378.42098424222365,338.1311075410456,23.528099841748784,1.608378860968386e-07,-40.28987670117804,-0.106468399953711
573.0,378.6276462614807,338.19914165004957,23.532833843659848,1.6089334959694605e-07,-40.42850461143116,-0.10677642008082838
574.0,378.8334803455835,338.2668399013409,23.53754447566019,1.609485988384767e-07,-40.566640444242594,-0.10708303924784172
575.0,379.0384911646256,338.3342044681986,23.542231888972587,1.610036350640871e-07,-40.704286696427026,-0.10738826701045559
576.0,379.2426833553027,338.40123750663963,23.546896233618682,1.6105845950679708e-07,-40.84144584866305,-0.10769211283741432
577.0,379.4460615211971,338.46794115558515,23.551537658430533,1.6111307339008085e-07,-40.97812036561197,-0.10799458611147766
578.0,379.64863023306117,338.53431753701574,23.55615631106143,1.6116747792796185e-07,-41.11431269604546,-0.10829569613040863
579.0,379.8503940290958,338.6003687561326,23.560752337997112,1.612216743251021e-07,-41.2500252729632,-0.10859545210792523
580.0,380.0513574152282,338.6660969015105,23.565325884566402,1.6127566377689459e-07,-41.38526051371769,-0.10889386317466006
581.0,380.25152486538536,338.73150404525484,23.569877094952133,1.61329447469551e-07,-41.52002082013056,-0.10919093837908804
582.0,380.4509008217661,338.7965922431536,23.574406112201743,1.6138302658019057e-07,-41.65430857861246,-0.10948668668845313
583.0,380.6494896951097,338.861363534827,23.578913078237644,1.6143640227692826e-07,-41.78812616028274,-0.109781116989685
584.0,380.8472958649622,338.92581994387984,23.583398133867885,1.6148957571895933e-07,-41.92147592108231,-0.11007423809028828
585.0,381.04432367994013,338.98996347804757,23.587861418796255,1.6154254805664605e-07,-42.05436020189257,-0.11036605871923791
586.0,381.2405774579917,339.05379612934274,23.59230307163251,1.6159532043160173e-07,-42.186781328649,-0.11065658752785174
587.0,381.43606148665503,339.11731987420194,23.596723229902594,1.6164789397677299e-07,-42.31874161245309,-0.11094583309064934
588.0,381.63078002331486,339.18053667362653,23.60112203005841,1.6170026981652382e-07,-42.45024334968832,-0.11123380390621249
589.0,381.8247372954556,339.24344847332554,23.605499607487786,1.6175244906671612e-07,-42.58128882213,-0.11152050839802097
590.0,382.01793750091304,339.3060572038569,23.6098560965243,1.6180443283479032e-07,-42.71188029705616,-0.11180595491528215
591.0,382.21038480812246,339.368364780766,23.614191630456908,1.6185622221984446e-07,-42.84202002735641,-0.11209015173374737
592.0,382.40208335636584,339.4303731047216,23.618506341539412,1.619078183127145e-07,-42.97171025164426,-0.11237310705652805
593.0,382.5930372560151,339.49208406165445,23.622800361000102,1.6195922219605024e-07,-43.10095319436067,-0.11265482901488176
594.0,382.78325058877425,339.5534995228901,23.627073819051,1.6201043494439342e-07,-43.229751065884145,-0.11293532566900649
595.0,382.9727274079182,339.61462134528176,23.631326844897092,1.6206145762425386e-07,-43.35810606263651,-0.11321460500881621
596.0,383.16147173853045,339.6754513713443,23.635559566745677,1.621122912941837e-07,-43.486020367186185,-0.11349267495470176
597.0,383.34948757773736,339.7359914293822,23.639772111815248,1.6216293700485287e-07,-43.6134961483552,-0.11376954335829408
598.0,383.53677889494105,339.79624333362034,23.643964606344603,1.6221339579912207e-07,-43.740535561320726,-0.11404521800320536
599.0,383.7233496320492,339.8562088843305,23.648137175601644,1.6226366871211565e-07,-43.86714074771864,-0.11431970660576865
600.0,383.9092037037037,339.9158898679597,23.652289943892303,1.623137567712931e-07,-43.99331383574402,-0.11459301681576121
